Code,Description,Unit_Cost,Unit_Price,Unit_Profit,Predicted_Amount_Sold,Margin%,Total_Cost,Total_Sale,Total_Profit,Month,Year
35322,Clean Cif Cre Cre Prof Brc 250Ml,6.21,9.06,2.85,3.53,31.43,21.94,32.0,10.06,4,2025
35372,Pen Drive Nano Multilaser8G,15.08,22.04,6.96,1.16,31.59,17.46,25.52,8.06,4,2025
35427,Bologna Confidence Suina Mini 1Kg,6.89,12.49,5.6,11.8,44.85,81.28,147.37,66.1,4,2025
35741,Ham Seara Slim Coz Oval Kg,16.87,27.21,10.34,49.4,38.01,833.3,1344.26,510.95,4,2025
35913,Clean Cif Crem Lima 250Ml,6.28,8.68,2.4,8.15,27.64,51.18,70.73,19.55,4,2025
36188,Bologna Frrico Mini Trad 400G,2.7,5.13,2.43,98.52,47.35,266.01,505.24,239.23,4,2025
36202,Morter Mixed Morte 1Kg,6.74,11.75,5.01,16.57,42.65,111.68,194.74,83.06,4,2025
36346,Cheese Stick F.Propria Kg,7.05,14.09,7.04,1.38,49.98,9.72,19.44,9.72,4,2025
36754,Grape Thompson S/S 500G,10.0,17.88,7.88,103.34,44.08,1033.37,1847.95,814.57,4,2025
36781,Isotonic Powerade Orange 500Ml,3.82,4.97,1.15,9.04,23.17,34.52,44.93,10.41,4,2025
36899,Linguiça Calab Def Seara 400G,7.92,12.96,5.04,8.78,38.91,69.54,113.84,44.29,4,2025
36906,Creamy Canto De Minas Light 2,7.86,12.06,4.2,13.78,34.83,108.27,166.14,57.87,4,2025
36907,Creamy Canto De Minas Trad 2 Curd,7.77,11.79,4.02,23.81,34.09,184.99,280.67,95.68,4,2025
36974,Creamy Denone Trad 200G Creame,9.03,14.03,5.0,7.03,35.62,63.45,98.55,35.1,4,2025
37001,Clean Veja Vidrex Ref 500Ml,9.98,16.74,6.76,1.25,40.4,12.49,20.95,8.47,4,2025
37102,Corner Corny Culliario Trad Bi,12.8,17.61,4.81,20.46,27.33,261.91,360.4,98.5,4,2025
37285,Bologna Chicken Chicken 400G,2.71,5.15,2.44,72.46,47.35,196.36,372.96,176.6,4,2025
37286,Bologna Frrico Swine Sliced ​​Kg,5.14,10.29,5.15,42.66,50.07,219.26,439.14,219.88,4,2025
37357,Sponge Sprine Cleaner/Pes,3.85,8.06,4.21,11.29,52.25,43.45,91.0,47.55,4,2025
37489,Cucumber Japanese In Bulk Kg,3.68,6.41,2.73,430.06,42.63,1582.62,2758.61,1176.0,4,2025
38051,Desinf Pinho Sol Lemon 1Lt,9.43,13.54,4.11,7.72,30.35,72.75,104.45,31.7,4,2025
38075,Piracanjuba Cheese Curd Skewer Kg,41.67,72.01,30.34,4.87,42.13,202.75,350.36,147.61,4,2025
38076,Piracanj Min/Pad Cheese Kg,43.98,69.75,25.77,1.94,36.95,85.11,134.98,49.88,4,2025
38077,Piracanjuba Cheese Mozzarella Tranc Kg,44.1,72.0,27.9,137.65,38.75,6070.39,9910.84,3840.45,4,2025
38079,Mexchange Covie,9.18,16.19,7.01,13.14,43.3,120.66,212.81,92.15,4,2025
38083,Isotonic Powerade Tangerine 500Ml,3.82,4.88,1.06,20.15,21.7,76.99,98.32,21.34,4,2025
38084,Isotonic Powerade Uva 500Ml,3.82,4.98,1.16,33.9,23.22,129.51,168.68,39.17,4,2025
38147,Anarctica Beer Pilsen Lt 269Ml,2.39,2.89,0.5,394.15,17.26,942.02,1138.53,196.51,4,2025
38168,Schin Pils Lat 350Ml Beer,2.61,3.05,0.44,228.23,14.53,595.67,696.94,101.26,4,2025
38187,Tira Limo Azulim 500Ml,3.45,4.99,1.54,6.64,30.84,22.92,33.15,10.22,4,2025
38425,Smoked Linguiça Seara Fin 215G,4.04,5.8,1.76,53.82,30.36,217.41,312.2,94.78,4,2025
38450,Jilo In Bulk Kg,4.38,7.01,2.63,360.73,37.56,1579.99,2530.42,950.43,4,2025
38451,In Bulk Kg Okra,3.84,6.42,2.58,336.49,40.23,1292.12,2161.83,869.7,4,2025
38452,Cocanco Bovino Kg,6.16,9.37,3.21,337.9,34.25,2081.49,3165.76,1084.27,4,2025
38509,Baby Cachaca Ypioca S/Pal Our 965Ml,13.22,20.17,6.95,5.02,34.47,66.37,101.28,34.91,4,2025
38601,Kerosene Light (Solvent) Can 900Ml,14.74,24.24,9.5,2.37,39.19,34.95,57.47,22.52,4,2025
38803,Smoked Peru Breast Seara Fat Kg,38.96,56.54,17.58,2.04,31.09,79.61,115.52,35.92,4,2025
38838,Ype Bomb 5Lt Sanitary Water,10.28,17.67,7.39,40.53,41.82,416.66,716.17,299.5,4,2025
38865,Pedaco Bdj Kg,25.91,38.49,12.58,10.82,32.69,280.35,416.5,136.15,4,2025
39003,Lasagna Rezende Bolognese 600G,9.84,12.96,3.12,9.04,24.05,88.96,117.13,28.17,4,2025
39146,Palsa Foliage,2.5,4.5,2.0,101.88,44.44,254.7,458.41,203.72,4,2025
39317,Iog Chambinho Petit Strawberry 320G,4.43,5.58,1.15,77.92,20.65,345.19,435.02,89.83,4,2025
39411,Turbo Bettanin Disrupt,10.21,14.75,4.54,1.25,30.77,12.74,18.41,5.66,4,2025
39414,Detergent Ype Clear 500Ml Des10% Pct06X1,7.68,9.92,2.24,120.27,22.59,923.65,1193.19,269.54,4,2025
39614,Hot Pocket Sadia X-Bacon 145G,3.99,6.61,2.62,21.3,39.63,84.98,140.76,55.78,4,2025
39638,Mix Vegetables Santa Clara Kg,5.99,13.99,8.0,89.47,57.18,535.93,1251.59,715.66,4,2025
39639,Chick Ham Sliced ​​Kg,13.33,24.24,10.91,207.54,45.01,2766.56,5031.03,2264.47,4,2025
39643,Lasanha Rezende Chicken 600G,9.84,12.96,3.12,10.1,24.05,99.4,130.87,31.47,4,2025
39645,Pear Promocao Kg,8.27,16.71,8.44,4.67,50.5,38.63,78.03,39.41,4,2025
39646,Afraine Afrainel Kg,13.33,24.79,11.46,6.06,46.22,80.76,150.17,69.41,4,2025
39718,Bov Vacuo Kg Chur Full,26.07,41.99,15.92,8.56,37.91,223.04,359.23,136.18,4,2025
39719,Meat Acem W/Bone Tray Kg,17.69,25.29,7.6,39.24,30.05,694.2,992.42,298.22,4,2025
39720,File Kg Cover Meat,20.57,30.28,9.71,133.93,32.06,2754.96,4054.98,1300.03,4,2025
39741,Brahma Zr/Alc 350Ml Beer,3.16,3.82,0.66,113.25,17.18,357.87,432.11,74.24,4,2025
39753,Chestnut From The Whole Nuvita S/Casca,60.16,110.63,50.47,4.59,45.62,275.88,507.32,231.44,4,2025
39754,Entire Cashew Nut Nuvita S/Sal Kg,53.01,91.54,38.53,3.75,42.09,198.82,343.33,144.51,4,2025
39767,Meat Lizard Pedaco Bdj Kg,28.99,43.99,15.0,4.67,34.1,135.41,205.48,70.07,4,2025
39768,Presuunt Cold Pc Kg,9.92,12.71,2.79,9.27,21.98,91.97,117.88,25.91,4,2025
39769,Beef Beef Serenado Kg,27.8,39.99,12.19,7.62,30.49,211.74,304.62,92.88,4,2025
39774,Pepper Pepper Kg,20.03,47.02,26.99,19.21,57.4,384.82,903.34,518.52,4,2025
39776,Meat For Chur Hard Thigh Vacuum Kg,27.48,40.99,13.51,21.2,32.96,582.49,868.87,286.38,4,2025
39777,Rotatra Meat In Steak Bdj Kg,31.03,50.59,19.56,34.04,38.66,1056.32,1722.08,665.76,4,2025
39779,Bdj Kg Lizard Meat,28.99,43.99,15.0,34.94,34.1,1012.77,1536.84,524.06,4,2025
39780,Sadia Peca/Pedaco Kg Ham,18.61,25.03,6.42,4.05,25.66,75.42,101.45,26.03,4,2025
39783,Sound South Rabo Vacuo Kg,10.2,26.4,16.2,5.64,61.36,57.58,149.01,91.43,4,2025
39785,Pizza Manufacturing Propria G Kg,9.99,39.99,30.0,47.61,75.02,475.61,1903.95,1428.34,4,2025
39789,Meat Chest Pedaco Bdj Kg,27.8,38.05,10.25,22.14,26.93,615.41,842.22,226.81,4,2025
39898,Cant/Minas Cheddar Bis 400G,12.84,18.55,5.71,24.4,30.77,313.36,452.63,139.28,4,2025
39899,Cant/Minas Cecojao 4 Chej Bis 400G,12.59,18.8,6.21,18.97,33.03,238.84,356.63,117.8,4,2025
39945,Breaded Seara T Monica Cheese 300G,7.86,12.1,4.24,15.09,35.06,118.58,182.6,64.02,4,2025
39982,Sausage Hot Dog Cold Tray Kg,5.39,12.12,6.73,40.47,55.54,218.16,490.68,272.52,4,2025
40021,Meat Against File Pedaco Bdj Kg,31.71,51.68,19.97,4.4,38.64,139.63,227.56,87.93,4,2025
40063,Packed Pear Kg,7.67,15.42,7.75,4.01,50.25,30.74,61.79,31.05,4,2025
40098,Bacon Sadia Pedaco Vacuo Kg,22.53,36.22,13.69,55.45,37.79,1249.19,2008.02,758.83,4,2025
40166,Peta Bisc Delicious Polv/Dc Trad 190G,4.04,7.38,3.34,34.65,45.25,139.98,255.68,115.69,4,2025
40167,Petao Nero Bisc Delicious 150G,4.36,7.72,3.36,91.73,43.51,399.92,707.95,308.03,4,2025
40169,Peta Bisc Delicious Homemade 170G,4.04,7.34,3.3,97.32,44.99,393.19,714.76,321.57,4,2025
40170,Isotonic Powerade Fruit Mix 500Ml,3.82,4.97,1.15,63.25,23.1,241.62,314.2,72.58,4,2025
40378,Japanese Pastel Pasta 5,6.76,11.81,5.05,35.83,42.76,242.21,423.15,180.94,4,2025
40638,Meat For Bov Breast Chur Breast Kg,27.8,34.12,6.32,10.73,18.53,298.17,365.99,67.82,4,2025
40641,Bycle By Tray Tray K,16.21,27.49,11.28,33.41,41.03,541.53,918.32,376.79,4,2025
40642,Sixed Lizard Meat Kg,28.99,46.99,18.0,4.74,38.3,137.49,222.83,85.34,4,2025
40644,Fish File Mapara Bdj 500G,14.92,21.12,6.2,8.36,29.35,124.76,176.58,51.83,4,2025
40701,Baby Espera 88 Old Cesar 965Ml,6.08,8.61,2.53,27.0,29.36,164.18,232.42,68.24,4,2025
40703,Petreser Pete 1Lt Groinery Syrup,6.66,10.06,3.4,6.44,33.78,42.9,64.78,21.88,4,2025
40752,Hard Thigh Meat Pedaco Bdj Kg,27.48,44.99,17.51,7.44,38.92,204.49,334.79,130.3,4,2025
40759,Chicken Longer In Bulk Tray Kg,1.99,6.59,4.6,3.82,69.82,7.6,25.17,17.57,4,2025
40803,Iog Danone Liquid Strawberry 170G,2.94,5.34,2.4,7.15,44.91,21.01,38.14,17.13,4,2025
40891,Cleaner Veja Deseng Lav Pulv 30% Desi 5,8.89,12.49,3.6,5.31,28.84,47.16,66.28,19.11,4,2025
40991,Fat Piracanj Bdj150G Cheese,7.92,13.35,5.43,27.86,40.69,220.64,372.01,151.37,4,2025
40992,Super Chicken Chicken Steak 100G,0.91,1.52,0.61,3540.2,40.16,3221.58,5383.66,2162.08,4,2025
41059,Fish File Merluza Bdj 500G,16.71,26.44,9.73,8.83,36.81,147.63,233.62,86.0,4,2025
41146,Del Valle Fruct Orange 450Ml,1.54,2.19,0.65,41.66,29.7,64.16,91.27,27.11,4,2025
41150,Chest File Congress Iqf 1Kg,16.34,26.69,10.35,3.41,38.78,55.76,91.08,35.32,4,2025
41152,Sausage Hot Dog Loss Kg,7.89,13.36,5.47,122.08,40.95,963.22,1631.19,667.97,4,2025
41156,Half Wing Tulip Of Congenia Chicken Sadia Iqf,18.48,27.61,9.13,16.44,33.06,303.87,453.94,150.07,4,2025
41157,Cong Sadia Iqf 1Kg Wing Drumstick,13.14,19.34,6.2,34.92,32.07,458.8,675.4,216.6,4,2025
41437,Chick Ham Peca/Pedaco Kg,13.33,21.0,7.67,6.03,36.51,80.43,126.68,46.25,4,2025
41543,Sliced ​​Mocoto Tray Kg,4.4,9.67,5.27,40.15,54.48,176.66,388.09,211.43,4,2025
41762,Grated Cheese Italac 40G,2.43,5.27,2.84,12.07,53.92,29.33,63.66,34.32,4,2025
41953,Iog Danone Liquido Vit/Fruits 170G,2.94,5.34,2.4,3.22,44.91,9.47,17.18,7.72,4,2025
41955,Sol Premium Long Neck 330Ml Beer,4.27,4.93,0.66,55.24,13.41,235.86,272.39,36.53,4,2025
42131,Meat Against File Stroganoff Tray K,31.71,51.69,19.98,2.84,38.65,90.19,147.01,56.82,4,2025
42132,Brahma Chopp Beer Pilsen Lt 269Ml,2.31,2.69,0.38,126.59,14.21,292.42,340.86,48.44,4,2025
42230,Rump Meat Stroganof Tray Kg,31.01,55.99,24.98,1.77,44.62,55.03,99.37,44.34,4,2025
42248,Insecticide Aer Baygon Total Eucalyptus Ec,8.78,14.15,5.37,33.67,37.96,295.65,476.54,180.9,4,2025
42270,Baby Champ Rain Silver Rose660Ml,8.4,13.25,4.85,3.62,36.6,30.43,47.99,17.56,4,2025
42300,Carrot Packed Kg,2.76,5.65,2.89,52.85,51.16,145.87,298.68,152.8,4,2025
42358,Soft Thigh Meat Pedaco Bdj Kg,28.19,47.29,19.1,1.69,40.39,47.75,80.1,32.35,4,2025
42553,Peru Breast Def Sadia Cepr Fat Kg,32.71,55.67,22.96,18.77,41.24,614.02,1044.97,430.94,4,2025
42987,Filezinho Sassami Homemade Temp 800G,12.37,17.6,5.23,36.88,29.71,456.21,649.03,192.83,4,2025
42988,Coxinha Asa Cong Temp Hot Super Chicken,7.75,10.03,2.28,115.87,22.75,897.98,1162.44,264.45,4,2025
43193,Del Valle Fruct Uva 450Ml,1.54,2.19,0.65,42.06,29.7,64.77,92.14,27.36,4,2025
43273,Petao Bisc Delicious Polv Sweet 200G,4.33,7.63,3.3,100.19,43.28,433.83,764.87,331.03,4,2025
43724,Heineken Beer 600Ml,10.43,11.68,1.25,21.97,10.69,229.17,256.6,27.43,4,2025
43964,Beer Itaipava Pilsen Lt 473Ml,3.12,3.49,0.37,117.47,10.52,366.51,409.6,43.09,4,2025
43965,Beer Itaipava Pilsen Lt 269Ml,1.96,2.41,0.45,107.42,18.58,210.55,258.59,48.05,4,2025
43967,Beer Itaipava Pilsen Lata 350Ml,2.22,2.64,0.42,628.97,16.06,1396.32,1663.47,267.15,4,2025
44200,Clean Cif Crem Home 250Ml,6.42,9.85,3.43,8.41,34.84,54.01,82.89,28.88,4,2025
44201,Mult-Uuse Veja Orig Pg450 Lv500Ml,2.73,4.33,1.6,149.31,37.0,407.62,647.02,239.4,4,2025
44204,Soap Barra Vanish White 75G,3.89,6.03,2.14,8.19,35.54,31.85,49.4,17.56,4,2025
44297,Morte Bol Gold Loss Pc/Kg,15.08,21.98,6.9,14.41,31.38,217.36,316.76,99.4,4,2025
44298,Potato Toothpick Pre Fried Cong Boua 400G,4.24,7.33,3.09,88.43,42.18,374.96,648.5,273.54,4,2025
44347,Ninho Sol Strawberry 170G,2.63,4.17,1.54,6.16,36.94,16.2,25.69,9.49,4,2025
44495,Itaipava Beer 0.0% Lat350Ml,2.64,3.19,0.55,61.06,17.27,161.2,194.85,33.65,4,2025
44496,Petra Petra Premium Lat350Ml Beer,3.68,4.19,0.51,14.14,12.24,52.04,59.3,7.26,4,2025
44504,Sixed Hard Shear Meat Kg,27.48,47.99,20.51,8.85,42.74,243.28,424.87,181.59,4,2025
44505,Homemade Peta With Pim And Ceb 120G,3.44,5.83,2.39,8.04,40.95,27.66,46.84,19.18,4,2025
44612,Kg Packed Okra,4.18,8.11,3.93,195.29,48.47,816.31,1584.14,767.83,4,2025
44625,Insecticide Baygon Ac Tot B Water 475Ml,12.72,21.21,8.49,5.98,40.03,76.01,126.74,50.74,4,2025
44631,Potato Potato More Potatoes 2Kg,18.17,22.16,3.99,260.28,18.01,4729.25,5768.08,1038.83,4,2025
44669,Nectarine Tray Kg,11.93,23.89,11.96,3.28,50.07,39.08,78.27,39.19,4,2025
44721,Jilo Packed Kg,4.35,9.08,4.73,186.95,52.11,813.24,1698.14,884.9,4,2025
44725,Bologna Def Seara Gourmet Peca/Pedaco Kg,13.44,17.64,4.2,3.59,23.8,48.27,63.34,15.08,4,2025
44791,Linguiça Calab Loss 400G,6.08,8.01,1.93,133.74,24.08,813.15,1071.06,257.91,4,2025
44841,Lokal Bier Lat350Ml Beer,1.89,2.25,0.36,407.17,16.13,769.55,917.55,148.0,4,2025
44946,Salaminho Sadia Pc/Kg,48.44,83.04,34.6,4.84,41.67,234.3,401.68,167.38,4,2025
45053,Del Valle Fruct Orange 1.5Lt,3.65,4.62,0.97,63.36,21.03,231.28,292.86,61.59,4,2025
45101,Linguiça Tosc Frg Chur Super Chicken 1Kg,9.92,11.93,2.01,1154.19,16.82,11449.59,13764.83,2315.24,4,2025
45118,Del Valle Fruit Uva 1.5L,3.65,4.62,0.97,209.71,20.97,765.45,968.56,203.11,4,2025
45215,Chambinho Petit Chocolate 320G,7.06,11.98,4.92,18.1,41.05,127.77,216.74,88.97,4,2025
45348,Copacol 600G Sausage,4.56,7.98,3.42,4.39,42.84,20.02,35.02,15.0,4,2025
45516,Meat For Chur Cover Against File Vacuum Kg,23.96,37.99,14.03,5.7,36.93,136.47,216.38,79.91,4,2025
45520,Antarctica Beer Pilsen Lat 350Ml,2.74,3.23,0.49,607.62,15.22,1664.87,1963.76,298.88,4,2025
45555,Frutpress Pulp/Home 100G,1.22,2.19,0.97,81.64,44.24,99.6,178.62,79.02,4,2025
45738,Meat Acem S/Bone Moida Tray Kg,26.11,38.99,12.88,132.28,33.03,3453.82,5157.26,1703.44,4,2025
45975,Sobr Nestle Chandelle Choc 180G,4.52,8.1,3.58,14.69,44.19,66.39,118.95,52.56,4,2025
45981,Beer Itaipava Premium Tin 350Ml,2.52,2.87,0.35,22.4,12.15,56.46,64.26,7.81,4,2025
46057,Detergent Clean Kennel Free Dog 2L,19.48,31.86,12.38,2.01,38.85,39.21,64.12,24.91,4,2025
46062,Insect Sbp Refill Elet Past Citr Lv12Pg10,5.3,9.78,4.48,12.0,45.79,63.62,117.36,53.74,4,2025
46096,Cheese Mussar Piracanjuba Fat 150G,7.55,13.39,5.84,65.22,43.6,492.42,873.08,380.66,4,2025
46097,Piracanj Cheese Kingdom Frac Kg,67.51,108.02,40.51,0.9,37.5,60.79,97.26,36.47,4,2025
46149,Sweet Potato Tray Kg,1.49,3.02,1.53,49.76,50.6,74.14,150.09,75.94,4,2025
46379,Bologna Mixed Perdigation 400G,3.15,5.88,2.73,18.63,46.43,58.7,109.57,50.87,4,2025
46469,Alcohol Start Gel Acend Fire 500G,4.38,8.3,3.92,3.45,47.22,15.1,28.61,13.51,4,2025
46487,Chicken Bird Sadia Iqf 1Kg,11.42,16.71,5.29,20.01,31.64,228.56,334.35,105.79,4,2025
46488,Bologna Mixed Perdigation S/Touc 400G,3.15,5.88,2.73,48.46,46.43,152.64,284.93,132.29,4,2025
46659,Refill Sbp Elet Liquido 45N 35Ml,8.71,14.57,5.86,25.77,40.2,224.44,375.31,150.88,4,2025
46689,Insecticide Sbp Refill Citronella 45N,9.24,15.44,6.2,9.39,40.17,86.72,144.94,58.22,4,2025
46726,Cremozinn Goianira Cupuacu 85G,0.64,1.12,0.48,107.43,43.08,68.76,120.8,52.04,4,2025
46727,Cremozinn Goianira Tropical Fruits 85G,0.64,1.14,0.5,110.49,43.97,70.71,126.21,55.49,4,2025
46728,Cremozinn Goianira Caja 85G,0.63,1.17,0.54,151.31,46.25,95.33,177.35,82.03,4,2025
46731,Cremozinn Goianira Uva 85G,0.63,1.13,0.5,110.45,44.44,69.58,125.24,55.66,4,2025
46732,Cremozinn Goianira Passable 85G,0.63,1.1,0.47,115.13,42.67,72.53,126.52,53.99,4,2025
46733,Cremozinn Goianira Blue Ice 85G,0.63,1.12,0.49,452.98,43.73,285.38,507.16,221.78,4,2025
46734,Cremozinn Goianira Acai W/ Banana 85G,0.63,1.1,0.47,70.29,42.65,44.28,77.21,32.93,4,2025
46843,Cremozinn Goianira Condensed Milk 85,0.63,1.12,0.49,395.81,43.77,249.36,443.47,194.11,4,2025
46845,Cremozinn Goianira Strawberry 85G,0.63,1.12,0.5,413.42,44.0,260.46,465.1,204.64,4,2025
47043,Onion Promocao Kg,2.26,1.49,-0.77,9.36,-51.41,21.15,13.97,-7.18,4,2025
47384,Petit Suisse Goianinho Strawberry 320G,3.55,5.86,2.31,463.96,39.43,1647.05,2719.25,1072.2,4,2025
47395,Bologna Perdigation Mini Frg 400G,3.2,5.97,2.77,25.74,46.43,82.38,153.79,71.4,4,2025
47467,Pao King Integral Form Light 450G,4.69,7.71,3.02,48.67,39.17,228.26,375.24,146.98,4,2025
47498,Bologna Tube Chick Chicken Unit 2.5Kg,12.85,22.05,9.2,29.31,41.73,376.59,646.28,269.69,4,2025
47499,Bologna Frrico Sliced ​​Chicken Kg,5.14,10.28,5.14,55.77,50.02,286.67,573.57,286.9,4,2025
47715,180G Canto De Minas Ricotta Cream,6.56,10.52,3.96,8.25,37.64,54.11,86.76,32.66,4,2025
47747,Linguiça Fine Chicken Chicken 800G Package,10.76,17.63,6.87,13.05,38.97,140.44,230.12,89.68,4,2025
47753,Ink For Red Fabric/ Purp Acrix 37Ml,2.84,4.44,1.6,1.86,35.97,5.3,8.27,2.97,4,2025
47783,Bread King Brioche 300G,4.29,6.98,2.69,7.59,38.53,32.58,53.0,20.42,4,2025
47927,Insecticide Aer Raid Multi-Insecticide Oil Euc 42,11.46,18.57,7.11,9.56,38.3,109.6,177.63,68.03,4,2025
47951,Santa Clara Fruit Salad F. Itself K,12.43,25.99,13.56,12.36,52.17,153.67,321.29,167.62,4,2025
47971,Inflatable Matt Couple Mor Life C/B,76.03,142.86,66.83,1.28,46.78,97.25,182.73,85.48,4,2025
48086,Bologna Sadia Frg 400G,3.65,6.11,2.46,4.52,40.28,16.5,27.64,11.13,4,2025
48089,Heineken Beer L Neck 250Ml,4.34,4.99,0.65,59.65,13.07,258.88,297.8,38.92,4,2025
48494,Italian Salami Seara Pc/Kg,48.09,105.02,56.93,0.95,54.21,45.51,99.39,53.88,4,2025
48571,Sponge Condor Multipurpose Cleaning,0.77,1.46,0.69,25.57,47.44,19.69,37.46,17.77,4,2025
48710,Greek Danone Traditional 90G,2.45,4.45,2.0,3.41,44.89,8.35,15.16,6.8,4,2025
48959,Anil Imperial Colman 90G,19.89,22.18,2.29,2.88,10.32,57.26,63.85,6.59,4,2025
49484,Softener Ype Goodgo Lv2L Pg1.6L,4.61,6.72,2.11,373.34,31.36,1721.1,2507.44,786.33,4,2025
49708,Strap Powder Ype Color Clothing Pt 420G,11.31,17.84,6.53,2.82,36.61,31.85,50.25,18.4,4,2025
49711,Soda Bare Guarana 2Lt,4.99,6.95,1.96,91.38,28.19,455.96,634.96,178.99,4,2025
49763,Soap Barra Vanish Col 75G,4.14,6.51,2.37,6.15,36.45,25.46,40.06,14.6,4,2025
50043,Beer Heineken Long Neck 330Ml,14.29,19.13,4.84,112.99,25.3,1614.62,2161.48,546.85,4,2025
50047,Big Boy Cola 2Lt Refrig,5.02,7.06,2.04,101.56,28.88,509.85,716.88,207.04,4,2025
50107,Budweiser Pal Lat269Ml Beer,2.61,3.03,0.42,241.61,13.79,630.6,731.47,100.87,4,2025
50143,Steak Chicken Crushing 100G,1.15,1.83,0.68,745.47,37.19,857.29,1364.9,507.61,4,2025
50282,Crimson Tray 500G Uva,7.0,12.99,5.99,129.74,46.11,908.17,1685.22,777.06,4,2025
50410,Food Food Hamburger 56G,1.1,1.61,0.51,80.1,31.61,88.11,128.83,40.72,4,2025
50428,Sadia Lasanha Chicken 600G,10.25,15.39,5.14,6.46,33.4,66.17,99.35,33.18,4,2025
50648,Sadia Bolognese 600G Lasagna,8.89,15.38,6.49,15.43,42.18,137.19,237.27,100.08,4,2025
50728,Sadia Lasagna 04 Cheeses 600G,11.26,16.91,5.65,6.32,33.4,71.17,106.86,35.69,4,2025
50890,Uva Italia Tray 500G,6.5,9.79,3.29,7.23,33.61,47.02,70.83,23.81,4,2025
50937,Lasagna Sadia Pres/Qj To Sugo 600G,11.26,16.91,5.65,4.96,33.4,55.82,83.82,28.0,4,2025
51148,Pink Grape 500G,7.05,10.53,3.48,116.7,33.08,822.73,1229.43,406.7,4,2025
51202,Baby Cachaca Select 1L,26.86,39.07,12.21,1.13,31.26,30.34,44.14,13.8,4,2025
51259,Plate Alis Gama El P App2205 Bv,72.22,131.57,59.35,2.99,45.11,215.93,393.39,177.46,4,2025
51268,Biv Ceramic Taiff Hair Planning,103.74,154.26,50.52,4.2,32.75,436.03,648.37,212.34,4,2025
51284,Insecticide Raid 45N Ref C/Apar Gratis,9.12,18.38,9.26,5.58,50.38,50.85,102.47,51.63,4,2025
51292,Super Chicken Crispy Aperitif 300G,4.74,8.07,3.33,21.49,41.28,101.85,173.44,71.6,4,2025
51293,Potato Toothpick Pre Fried Congament 2Kg,17.78,27.19,9.41,22.09,34.61,392.73,600.59,207.86,4,2025
51457,Cerv Anarctica Subzero Lt 269Ml,2.24,2.56,0.32,48.77,12.55,109.24,124.92,15.68,4,2025
51516,Baby Catuaba Selvage Red Pet 1Lt,7.7,13.16,5.46,2.62,41.48,20.18,34.48,14.3,4,2025
51616,Coconut Water More Coconut 1L,6.74,9.56,2.82,48.84,29.48,329.17,466.77,137.6,4,2025
51705,Sapolio Radium Creamy Lavender 250Ml,5.01,7.34,2.33,6.1,31.74,30.56,44.76,14.21,4,2025
51802,Insecticide Raid Mata Baratas And Form 450Ml,13.78,20.46,6.68,4.73,32.64,65.24,96.85,31.61,4,2025
51807,Extra L.Nec 210Ml Coronite Beer,4.0,4.67,0.67,68.85,14.33,275.39,321.46,46.06,4,2025
51850,Cleans Glass Veja Vidrex W/Alc 500Ml,4.39,8.08,3.69,3.75,45.68,16.48,30.35,13.86,4,2025
51853,Original Antartic Beer 600Ml,8.32,9.32,1.0,16.52,10.75,137.48,154.04,16.56,4,2025
51906,Whipped Cream 200Ml,3.92,6.12,2.2,5.02,35.91,19.68,30.7,11.03,4,2025
52010,Soap Liquido Ariel Concentrated 30Lav 1.2Lt,14.53,20.58,6.05,1.68,29.39,24.42,34.59,10.17,4,2025
52300,Insecticide Baygon Aer Kills Barat And Form 360M,9.98,14.17,4.19,17.78,29.55,177.47,251.9,74.44,4,2025
52339,Overm Lact Fructap Chocolate 180G,3.05,5.5,2.45,16.55,44.59,50.49,91.11,40.63,4,2025
52340,Petit Suisse Fruitapinho Strawberry 320G,3.51,5.46,1.95,293.73,35.76,1030.98,1604.89,573.91,4,2025
52350,Mexchange C/Frrutap Stamp 175G,2.82,4.04,1.22,967.62,30.12,2728.68,3904.81,1176.13,4,2025
52384,Peru Breast Def Sadia Peca/Pedaco Kg,33.83,49.27,15.44,1.55,31.34,52.6,76.61,24.01,4,2025
52478,Lav Roup Lq Tixan Ype Primavera 3Lt,15.92,24.24,8.32,8.37,34.33,133.33,203.03,69.7,4,2025
52504,Water Tonica Schwepppes Quinino 350Ml,2.94,4.26,1.32,5.37,30.93,15.78,22.84,7.06,4,2025
52586,Storage Sponge,4.97,8.87,3.9,11.36,43.95,56.44,100.69,44.25,4,2025
52640,Yogurt Nestle Strawberry 170G,1.62,3.55,1.93,11.31,54.39,18.32,40.16,21.84,4,2025
52858,Skol Beer Pilsen Toothpick 269Ml,2.41,2.91,0.5,74.28,17.06,179.01,215.83,36.82,4,2025
53183,Bitter Bitter Sangalo 1Lt,14.04,27.7,13.66,4.08,49.31,57.35,113.13,55.79,4,2025
53318,Dessert Lact Fruitap Baun/Car 180G,3.36,6.06,2.7,23.74,44.59,79.75,143.93,64.18,4,2025
53355,Salg American Pres/Qj Fab.Propria Kg,8.0,37.35,29.35,24.08,78.58,192.65,899.41,706.75,4,2025
53356,Salg American Salsich Fab.Propria Kg,8.0,32.01,24.01,13.01,75.01,104.07,416.43,312.36,4,2025
53361,Salg Stares Meat Fab Pro Kg,8.0,36.78,28.78,21.68,78.25,173.44,797.44,624.0,4,2025
