Code,Description,Unit_Cost,Unit_Price,Amount_Sold,Margin%,MKP%,Total_Cost,Total_Sale
070510,"Washing Powder Tixan Ype Primavera Fx 1,",10.36,19.99,13.0,38.879999999999995,259.87,134.65,259.87
071016,"Washing Powder Tixan Ype Primavera Fx 2,",13.98,26.99,13.0,38.879999999999995,350.87,181.75,350.87
070497,Lava Clothes Powder Tixan Ype Spring Fx 40,3.06,6.99,21.0,38.879999999999995,146.79,64.18,146.79
070489,Lava Clothes Powder Tixan Ype Spring Fx 4K,22.53,47.59,10.0,38.879999999999995,475.9,225.31,475.90000000000003
071018,Lava Clothes Powder Tixan Ype Spring Fx 80,5.78,11.99,1.0,38.879999999999995,11.99,5.78,11.99
082961,Washing Clothes Powder Uca Maxx Concrt 2.2,8.45,15.85,899.0,38.879999999999995,14246.73,7592.95,14249.15
072005,Lava Clothes Powder Ype Power Act Ct 1.6Kg,12.25,20.5,34.0,38.879999999999995,697.01,416.57,697.0
067015,Lava Clothes Powder Ype Power Act Ct 800G,6.8,13.42,46.0,38.879999999999995,617.54,312.8,617.32
067412,Milk Ferm Actimel Strawberry 100G,2.98,5.29,2.0,38.879999999999995,10.58,5.95,10.58
067413,Ferm Milk Actimel Traditional 100G,2.97,5.59,1.0,38.879999999999995,5.59,2.97,5.59
057896,Milk Ferm Fruitap 170G,1.85,3.99,98.0,38.879999999999995,391.02,181.79,391.02000000000004
053740,Milk Ferm Fruitap Family Baun 850G,6.15,13.0,96.0,38.879999999999995,1247.94,590.5,1248.0
080105,Milk Ferm Fruitap Patati Patata 6X75G 450,3.96,6.49,141.0,38.879999999999995,915.09,558.36,915.09
018643,Fermented Milk Chamyto 6X75G 450G,5.53,8.84,184.0,38.879999999999995,1625.66,1016.78,1626.56
083252,Fruitap Pouch 90G Fermented Milk,2.58,4.79,2.0,38.879999999999995,9.58,5.15,9.58
060673,Fermented Milk Goianinho 140G,1.34,2.79,5.0,38.879999999999995,13.95,6.68,13.95
059637,Fermented Milk Goianinho 850G,5.39,10.99,18.0,38.879999999999995,197.82,96.96,197.82
001655,Yakult Fermented Milk 80G,1.58,3.29,9.0,38.879999999999995,29.61,14.22,29.61
049771,Milk L Vid Leitbom Int 1Lt,2.65,4.79,3.0,38.879999999999995,14.37,7.94,14.370000000000001
053825,Milk L Life Compleite Integral 1L Cx12,48.03,56.33,549.0,3.09,3.19,26370.43,30923.11
006282,Milk L Life Compleite Integral 1L,4.0,4.72,10230.0,3.82,3.97,40893.2,48316.36
054083,Milk L Vida Italac Integral 1Lt Cx12Un,46.44,60.77,127.0,38.879999999999995,7717.56,5897.88,7717.79
038148,Life Life Italac Integral With Cover 1L,3.87,5.31,2048.0,38.879999999999995,10865.7,7925.76,10874.88
038149,Life L Life Italac Tp Skimated 1Lt,3.87,4.96,50.0,38.879999999999995,247.9,193.5,248.0
038150,Milk L Life Italac Tp Without/Des 1Lt,3.87,5.27,18.0,38.879999999999995,94.85,69.66,94.85999999999999
053868,Milk L Life Italac Tp Without/Des 1Lt Cx12,46.44,53.88,1.0,4.23,4.42,46.44,53.88
065726,Milk L Life Italac Zero Lact Integr 1Lt,4.84,6.76,3.0,38.879999999999995,20.27,14.52,20.28
038891,Milk L Life Italac Zero Lact Semi 1Lt,4.4,6.82,18.0,38.879999999999995,122.82,79.2,122.76
066178,Milk L Life Nest Integ Zr Lactose 1Lt,4.88,6.99,2.0,38.879999999999995,13.98,9.77,13.98
030039,Milk L Life Integral Nest1Lt,4.23,5.58,304.0,38.879999999999995,1696.31,1285.92,1696.32
072508,Milk L Life Integral Nest1Lt Cx12X1,50.76,65.98,7.0,38.879999999999995,461.88,355.32,461.86
066177,Milk L Life Semi Skim Nest 1Lt,4.75,6.13,7.0,38.879999999999995,42.93,33.26,42.91
076158,Milk L Life Nest Semi -Desired Zr Lact,4.88,6.99,5.0,38.879999999999995,34.95,24.42,34.95
031945,Milk L Life Pirac Semi Desn Zr Lac 1Lt,4.34,6.45,332.0,38.879999999999995,2141.89,1440.22,2141.4
054688,Milk L Life Pirac Semi Desn Zr Lac 1Lt Cx1,52.06,76.48,6.0,38.879999999999995,458.88,312.34,458.88
008448,Milk L Life Piracanjuba Den 1Lt,3.73,4.94,123.0,38.879999999999995,607.07,458.45,607.62
008447,Leite L Vida Piracanjuba Integ 1L,4.19,5.91,1268.0,38.879999999999995,7498.7,5313.31,7493.88
055398,Milk L Life Piracanjuba Integ 1L Cx12,49.73,71.11,31.0,38.879999999999995,2204.28,1541.6,2204.41
017726,Leite L Life Piracanjuba Semi Desn 1Lt,3.73,4.76,176.0,38.879999999999995,837.65,655.83,837.76
054647,Milk L Life Piracanjuba Semi Desn 1Lt Cx1,43.21,55.08,1.0,38.879999999999995,55.08,43.21,55.08
071691,Leite L Life Piracanjuba Semi Desn A2 1L,5.18,6.99,7.0,38.879999999999995,48.93,36.28,48.93
058767,Milk L Life Integral Triangle 1Lt,3.69,4.69,1623.0,38.879999999999995,7617.41,5995.36,7611.870000000001
058836,Milk L Life Integral Triangle 1Lt Cx12U,44.33,56.3,67.0,38.879999999999995,3772.11,2969.98,3772.1
065798,Milk L Life Triangle Zero Lactose 1L,3.73,4.99,61.0,38.879999999999995,304.39,227.47,304.39
073459,Milk L Life Triangle Zero Lactose 1L Cx,44.75,59.88,1.0,38.879999999999995,59.88,44.75,59.88
024524,Lemon In Bulk Kg,2.35,4.07,1472.13,38.879999999999995,5986.46,3456.39,5991.569100000001
039759,Lima Packed Kg,2.35,4.77,14.25,38.879999999999995,68.02,33.55,67.9725
010634,Cleaner Ajax Bouquet 500Ml,3.38,6.79,4.0,38.879999999999995,27.16,13.54,27.16
062226,Cleaner Ajax Flower Party 1Lt,6.25,11.99,4.0,38.879999999999995,47.96,25.02,47.96
000953,Cleaner Ajax Field Flowers 500Ml,3.62,6.79,6.0,38.879999999999995,40.74,21.71,40.74
016135,Cleaner Ajax Heavy Fresh Fresh Cleaning 50,5.24,9.99,4.0,38.879999999999995,39.96,20.97,39.96
013390,Cleaner Ajax Heart Cleaning Fresh Lima 500M,4.68,9.99,7.0,38.879999999999995,69.93,32.78,69.93
011689,Cleaner Ajax Heavy Cleaning Fresh Power 500M,4.73,9.99,9.0,38.879999999999995,89.91,42.61,89.91
062227,Cleaner Ajax Heavy Cleaning Fresh Lemon 1Lt,8.97,15.99,7.0,38.879999999999995,111.93,62.77,111.93
036001,Cleaner Ajax Perff Fdf Lavender 1Lt,5.56,10.89,7.0,38.879999999999995,76.25,38.9,76.23
007261,Cleaner Al Magic Brightness Cl 500Ml,3.35,7.49,42.0,38.879999999999995,314.58,140.78,314.58
007260,Cleaner Al Magic Shine Lr 500Ml,3.34,7.49,19.0,38.879999999999995,142.31,63.39,142.31
007259,Cleaner Al Magic Shine Mc 500Ml,3.3,7.49,25.0,38.879999999999995,187.25,82.46,187.25
007254,Cleaner Al Magic Brightness Trad 500Ml,3.33,7.49,51.0,38.879999999999995,381.99,169.81,381.99
007052,Cleaner Azulim Total Lavender 1Lt,5.22,9.99,11.0,38.879999999999995,109.89,57.41,109.89
045408,Cleaner Casa Perfi Agradable 1L,4.58,9.13,22.0,38.879999999999995,200.78,100.66,200.86
083256,Cleaner House Perfa Beautiful Floore L1Lt Pg900Ml,4.51,9.99,2.0,38.879999999999995,19.98,9.03,19.98
045411,Cleaner Casa Perfume Passione 1L,5.05,8.99,6.0,38.879999999999995,53.94,30.29,53.94
045412,Cleaner Casa Perfi Sensazione 1L,4.59,9.49,5.0,38.879999999999995,47.45,22.97,47.45
079662,Cleaner House And Perfi Agradable 2Lt,8.43,18.43,9.0,38.879999999999995,165.91,75.9,165.87
074969,Cleaner House And Perfa Amable 1Lt,4.59,9.41,12.0,38.879999999999995,112.96,55.13,112.92
039373,Casa And Perfa Amable 500Ml,2.43,5.99,11.0,38.879999999999995,65.89,26.69,65.89
052618,Cleaner House And Perfume Bela Flore 2L,9.33,17.79,10.0,38.879999999999995,177.9,93.28,177.89999999999998
077100,Casa Casa E Perfi Intuzione New 1Lt,4.67,9.49,5.0,38.879999999999995,47.45,23.36,47.45
039372,Casa Casa E Perfi Intuzione New 500Ml,2.6,6.05,10.0,38.879999999999995,60.45,25.97,60.5
058177,Cleaner House And Perfin Mysterious Love 500Ml,2.43,5.99,8.0,38.879999999999995,47.92,19.41,47.92
077101,Cleaner House And Perfine Di Amore 1Lt,4.51,9.99,6.0,38.879999999999995,59.94,27.08,59.94
079663,Cleaner House And Perfine Di Amore 2L,9.12,18.36,10.0,38.879999999999995,183.63,91.21,183.6
039379,Casa Casa And Perfume Passione 500Ml,2.65,5.99,3.0,38.879999999999995,17.97,7.95,17.97
039371,Casa Casa And Perfa Sensazione 500Ml,2.42,6.13,4.0,38.879999999999995,24.51,9.7,24.52
077102,Casa Casa E Perfo Sensualidad 500Ml,2.43,5.99,5.0,38.879999999999995,29.95,12.13,29.950000000000003
057845,Cleaner House And Perfa Sensuality 1Lt,4.76,9.99,2.0,38.879999999999995,19.98,9.52,19.98
080213,Cleaner Home And Perfa Sensuality 2L,8.34,17.99,12.0,38.879999999999995,215.88,100.04,215.88
039375,Casa And Perfiale 500Ml,2.65,5.99,1.0,38.879999999999995,5.99,2.65,5.99
072594,Cif Cif Ant L500 P425 Ml,3.25,7.19,4.0,38.879999999999995,28.76,13.0,28.76
063796,Cleaner Cif Kitchen Gord Remover 500Ml,8.37,17.99,6.0,38.879999999999995,107.94,50.24,107.94
044561,Cleaner Cif Crem Orange 450Ml,9.7,21.49,4.0,38.879999999999995,85.96,38.79,85.96
071124,Cleaner Cif Cre Cme Clim Prof White Az 450Ml,11.34,18.99,12.0,38.879999999999995,227.88,136.06,227.88
082584,Cleaner Cif Crem Miraculous 450Ml,9.92,18.99,3.0,38.879999999999995,56.97,29.75,56.97
075108,Cleaner Cif Multipurpose + 500Ml Cleaning,3.9,7.49,11.0,38.879999999999995,82.39,42.88,82.39
057428,Cleaner Deseng Mr Muscle Coz Home 20% 500M,7.82,14.99,1.0,38.879999999999995,14.99,7.82,14.99
048807,Cleaner Deseng Mr Muscle Coz Home Pg400Lv5,13.21,24.99,1.0,38.879999999999995,24.99,13.21,24.99
081549,Cleaner Flotador Tudo Trigger 500Ml,4.96,10.99,2.0,38.879999999999995,21.98,9.92,21.98
054979,Clean Cleaning Pes Zupp Erv Citrus 500Ml,3.91,25.99,2.0,38.879999999999995,51.98,7.82,51.98
066853,Cleaner Mr Musc Bathroom 5Em1 Trigger 500M,15.22,26.99,2.0,38.879999999999995,53.98,30.45,53.98
081363,Cleaner Perfumer Home And Perfume Mist Amore 5Lt,22.66,41.99,1.0,38.879999999999995,41.99,22.66,41.99
056400,Cleaner Perfumer Home And Perfume Sensuality 5L,20.57,39.49,2.0,38.879999999999995,78.98,41.13,78.98
081551,Lim Perfer Casaflor Coconut Water 1Lt,4.21,7.99,4.0,38.879999999999995,31.96,16.86,31.96
081550,Cleaner Perfumer Casaflor Coconut Water 500Ml,2.55,4.99,5.0,38.879999999999995,24.95,12.74,24.950000000000003
056899,Cleaner Perfumer Casaflor Amore 1.75Lt,7.12,12.99,11.0,38.879999999999995,142.89,78.28,142.89000000000001
046675,Cleaner Perfer Casaflor Amore 1L,4.28,8.99,10.0,38.879999999999995,89.9,42.76,89.9
052725,Cleaner Perfumer Casaflor Amore 500Ml,2.54,4.99,2.0,38.879999999999995,9.98,5.09,9.98
075943,Cleaner Perfumer Casaflor Desire 1.75Lt,7.12,12.99,8.0,38.879999999999995,103.92,56.93,103.92
074787,Limfter Casaflor Desire 1Lt,4.21,8.99,5.0,38.879999999999995,44.95,21.07,44.95
057915,Cleaner Perfumer Casaflor Desire 500Ml,2.55,4.99,6.0,38.879999999999995,29.94,15.28,29.94
056900,Cleaner Perfumer Casaflor Dreams 1.75Lt,7.12,12.99,19.0,38.879999999999995,246.81,135.2,246.81
043983,Limfter Casaflor Dreams 1L,4.32,8.99,12.0,38.879999999999995,107.88,51.8,107.88
040669,Limfter Casaflor Dreams 500Ml,2.55,4.99,4.0,38.879999999999995,19.96,10.19,19.96
056902,Cleaner Perfumer Casaflor Glamor 500Ml,2.55,4.99,8.0,38.879999999999995,39.92,20.38,39.92
056898,Cleaner Perfumer Casaflor Intuitive 1.75Lt,7.12,12.99,6.0,38.879999999999995,77.94,42.7,77.94
043981,Cleaner Perfumer Casaflor Intuitive 1L,4.25,8.99,8.0,38.879999999999995,71.92,34.02,71.92
040668,Cleaner Perfumer Casaflor Intuitive 500Ml,2.55,4.99,17.0,38.879999999999995,84.83,43.3,84.83
073353,Cleaner Perfumer Casaflor Lavender Prove 1Lt,4.26,9.0,13.0,38.879999999999995,117.02,55.4,117.0
080126,Cleaner Perfumer Casaflor Lavanda Provence 1.7,7.12,12.99,8.0,38.879999999999995,103.92,56.93,103.92
080125,Cleaner Perfumer Casaflor Nature 1.75Lt,6.7,12.99,3.0,38.879999999999995,38.97,20.1,38.97
043980,Limfter Casaflor Nature 1L,4.29,8.99,4.0,38.879999999999995,35.96,17.16,35.96
040671,Limfter Casaflor Nature 500Ml,2.34,3.49,14.0,38.879999999999995,48.86,32.83,48.86
075944,Cleaner Perfumer Casaflor Black Orchidea 1.75Lt,7.12,12.99,20.0,38.879999999999995,259.76,142.32,259.8
070013,Cleaner Perfumer Casaflor Black Orchide 1L 1L,4.21,8.99,1.0,38.879999999999995,8.99,4.21,8.99
056904,Cleaner Perfumer Casaflor Black Orchide 500Ml,2.55,4.99,7.0,38.879999999999995,34.93,17.83,34.93
075945,Cleaner Perfumer Casaflor Passion 1.75Lt,7.12,12.99,1.0,38.879999999999995,12.99,7.12,12.99
043982,Cleaner Perfumer Casaflor Passion 1L,4.52,8.99,2.0,38.879999999999995,17.98,9.04,17.98
040670,Cleaner Perfumer Casaflor Passion 500Ml,2.55,4.99,6.0,38.879999999999995,29.94,15.28,29.94
080124,Cleaner Perfumer Casaflor Serene 1.75Lt,7.12,12.99,11.0,38.879999999999995,142.89,78.28,142.89000000000001
073355,Cleaner Perfumer Casaflor Serene 1Lt,4.37,8.99,4.0,38.879999999999995,35.96,17.47,35.96
073354,Cleaner Perfume Perfi Politiz Casaflor Serene 500Ml,2.35,4.99,3.0,38.879999999999995,14.97,7.04,14.97
068636,Cleaner Perfume Perfume Ype Love Of Verao 1Lt,3.69,8.99,16.0,38.879999999999995,143.84,59.1,143.84
065166,Cleaner Perfume Perfume Ype Love Of Verao 500Ml,1.96,3.29,24.0,38.879999999999995,78.95,47.16,78.96000000000001
075265,Cleaner Perfume Perfume Ype Az Tropical 2Lt,6.65,13.99,3.0,38.879999999999995,41.97,19.95,41.97
068632,Cleaner Perfume Perfume Ype Blue Trop 1Lt,3.69,8.99,6.0,38.879999999999995,53.94,22.16,53.94
061498,Cleaner Perfume Perfume Ype Tropical Blue 500Ml,1.97,3.16,28.0,38.879999999999995,88.56,55.02,88.48
068631,Cleaner Perfume Perfume Ype Sweet Vida 1Lt,3.69,9.05,13.0,38.879999999999995,117.64,48.02,117.65
061990,Cleaner Perfume Perfume Ype Sweet Life 500Ml,1.97,3.45,7.0,38.879999999999995,24.17,13.76,24.150000000000002
062257,Cleaner Perfume Perfume Ype Secret Garden 1L,3.69,8.99,7.0,38.879999999999995,62.93,25.86,62.93
073657,Cleaner Perfume Perfume Ype Secret Garden 2Lt,6.65,13.99,1.0,38.879999999999995,13.99,6.65,13.99
061365,Cleaner Perfume Perfume Ype Secret Garden 500Ml,1.97,3.19,11.0,38.879999999999995,35.08,21.62,35.089999999999996
081721,Cleaner Veja Cook Desind Lavan 20%D 500Ml,6.42,12.99,4.0,38.879999999999995,51.96,25.69,51.96
046499,Cleaner Veja Desengod Kitchen Lemon 500Ml,5.79,10.02,5.0,38.879999999999995,50.11,28.94,50.099999999999994
079157,Cleaner Veja Heavy Cleaning Original 20%Des 1Lt,7.67,14.99,7.0,38.879999999999995,104.93,53.69,104.93
021093,Cleaner Veja Perfume Flower Dream 500Ml,2.72,5.59,2.0,38.879999999999995,11.18,5.44,11.18
021092,Cleaner Veja Perfume Nat Lav 500Ml,2.85,5.59,2.0,38.879999999999995,11.18,5.7,11.18
009743,Clean Alum Polyrístri Lemon 500Ml,2.0,4.0,7.0,38.879999999999995,28.0,14.0,28.0
005645,Clean Alum Polyrístri Tr 500Ml,2.0,3.99,17.0,44.94,81.61,34.0,67.83
005433,Zupp Zupp Tiles,3.32,6.99,6.0,36.05,56.38,19.94,41.94
020252,Clean Azulim Start Acao Total Citrus 1L,5.24,9.99,11.0,42.35,73.47,57.67,109.89
075928,Clean Bathroom Veja Antibac Desi 20% 500,6.74,14.99,2.0,44.83,81.26,13.48,29.98
080246,Clean Box Aromasil Gtl 500Ml,6.2,15.99,2.0,52.18,109.1,12.4,31.98
024859,Clean Polytri Ceramic 1Lt,5.47,9.99,7.0,39.82,66.17,38.31,69.93
033033,Clean Ceramic Azulim Trad 2L,9.07,16.99,10.0,41.34,70.48,90.73,169.9
044200,Clean Cif Crem Home 250Ml,6.42,12.01,10.0,34.84,53.48,64.17,120.08
035913,Clean Cif Crem Lima 250Ml,6.28,11.49,8.0,27.64,38.2,50.23,91.92
070380,Clean Cif Crem Lemon 450Ml,8.86,19.99,11.0,39.68,65.79,97.48,219.89
035322,Clean Cif Cre Cre Prof Brc 250Ml,6.21,12.32,3.0,31.43,45.84,18.63,36.97
075816,Clean Cif Cre Cre Brc Grts 20% 250Ml,5.7,11.41,14.0,32.06,47.2,79.79,159.77
076065,Clean Oven Green Devil Lemon 250G,7.31,16.99,13.0,41.48,70.87,95.02,220.87
022692,Clean Oven Traditional Green Devil 250,7.31,17.99,4.0,44.72,80.89,29.24,71.96
030484,Clean Oven Easy Off 250Ml,10.78,24.99,2.0,46.98,88.6,21.55,49.98
080574,Clean Oven Sol 230G,5.46,13.99,6.0,46.93,88.42,32.75,83.94
080244,Cleans Aromasil Gtl 500Ml Grills,8.04,20.99,1.0,52.43,110.24,8.04,20.99
026346,Clean Limo Ype Cl Activ 520G,3.8,8.42,7.0,39.37,64.94,26.57,58.93
074142,Clean Ype Chloro Ativ Gel 520G 20% ​​D,3.04,6.99,11.0,41.59,71.2,33.4,76.89
007045,Clean Pedrex Floors 2Lt,10.7,21.99,11.0,36.44,57.34,117.69,241.89
009688,Clean Porcelain Azulim Lav Power750M,7.16,11.99,3.0,34.46,52.58,21.47,35.97
059358,Clean Porcelain Zupp 500Ml,2.56,5.99,2.0,42.54,74.03,5.12,11.98
081720,Clean Veja Bath Antibac Lav 20%D 500Ml,6.77,13.99,10.0,40.67,68.55,67.65,139.9
037001,Clean Veja Vidrex Ref 500Ml,9.98,20.99,1.0,40.4,67.79,9.98,20.99
011586,Cleans Azulim Glass 500Ml,2.5,4.49,5.0,38.84,63.5,12.5,22.45
074824,Cleans Glasses Spray With Alcohol 500M,6.37,14.99,4.0,53.36,114.39,25.46,59.96
082273,Cleans Glass House Perfume Squeeze 500Ml,6.37,13.99,4.0,38.1,61.55,25.46,55.96
051850,Cleans Glass Veja Vidrex W/Alc 500Ml,4.39,10.99,3.0,45.68,84.09,13.17,32.97
005432,Clean Glass Zupp 500Ml,2.49,5.49,2.0,44.86,81.37,4.98,10.98
040891,Cleaner Veja Deseng Lav Pulv 30% Desi 5,8.89,16.99,1.0,28.84,40.53,8.89,16.99
075349,Cleaner Veja Deseng Lemon Pulv 30% Des,8.5,19.99,8.0,42.12,72.77,68.03,159.92
056495,Cleaner Veja Clean Pes Orig Gold 20%Des,4.33,9.49,3.0,37.93,61.12,12.99,28.47
078595,Heavy Cleaning Ype Lemon Xtreme 1Lt,5.35,11.99,5.0,39.93,66.48,26.77,59.95
061366,Heavy Cleaning Original 500Ml Ype,3.24,6.99,2.0,37.63,60.32,6.48,13.98
036899,Linguiça Calab Def Seara 400G,7.92,17.63,11.0,38.91,63.69,87.08,193.89
024786,Linguiça Calab Fine Sliced ​​Chick Vacuo Kg,12.96,31.79,0.5,49.69,98.78,6.53,16.02
024705,Linguiça Fine Final Colled Cea Vacuo Kg,12.95,30.79,74.19,48.07,92.55,960.86,2284.11
056335,Linguiça Calab Fine Frico 400G,5.9,14.02,21.0,42.81,74.85,123.8,294.48
032890,Linguiça Calab Chilli Thin Kg,12.95,27.46,34.2,41.76,71.71,442.98,939.04
056334,Linguiça Calab Grossa Cold 400G,5.9,13.99,62.0,42.67,74.44,365.49,867.38
033077,Entire Cold Calab Cold Cold Vacuo K,11.02,30.29,69.78,50.51,102.07,768.91,2113.63
044791,Linguiça Calab Loss 400G,6.08,10.9,234.0,24.08,31.72,1423.67,2551.17
024730,Linguiça Calab Thick Loss Kg,15.47,42.0,1.99,51.09,104.46,30.76,83.49
054678,Linguiça Calabresa Boua Kg,11.04,26.98,0.45,44.4,79.85,5.01,12.25
082966,Calabresa Linguiça Boua Vacuo Kg,11.03,30.0,20.74,49.98,99.94,228.68,622.01
031884,Linguiça Calabresa Grossa Cold Kg,11.02,27.76,153.24,46.0,85.2,1688.53,4254.0
063712,Linguiça Calabresa Straight Frrico Tray Kg,11.75,23.99,40.87,33.35,50.03,480.36,980.41
082627,Switzerland Linguiça Frico Ceel 500G,8.45,19.99,3.0,42.5,73.9,25.35,59.97
082158,Linguiça De Cost Bov Cong Maturatta 300G,7.09,14.99,1.0,41.46,70.83,7.09,14.99
038425,Smoked Linguiça Seara Fin 215G,4.04,7.9,114.0,30.36,43.59,461.02,900.62
047747,Linguiça Fine Chicken Chicken 800G Package,10.76,23.99,6.0,38.97,63.87,64.57,143.94
054005,Linguiça Fine Chicken Kg,12.49,24.84,202.36,31.6,46.2,2527.3,5026.65
064913,Fine Linguiça Fric Frg Tray Kg,11.0,32.99,39.37,66.66,199.9,433.03,1298.65
064914,Linguiça Fine Cold Suin Tray Kg,13.5,30.79,73.83,56.15,128.05,996.71,2273.03
057890,Linguiça Fine Cold Suina Kg,12.49,24.92,162.37,31.83,46.68,2027.84,4046.46
075661,Linguiça Fine Qualitti Chicken Kg,10.16,20.99,2.24,40.06,66.84,22.71,46.93
071029,Linguiça Fine Suina Cold Package 800G,10.76,24.99,24.0,41.42,70.7,258.29,599.76
032154,Linguiça Thick Chicken Bacon Kg Kg,13.22,21.79,42.25,17.44,21.13,558.66,920.58
077281,Linguiça Mixed Coz Smoked Sadia 215G,4.27,9.99,32.0,45.49,83.47,136.55,319.68
076397,Linguiça Mixed Fininha Def Perdigao 215G,4.21,9.78,41.0,43.4,76.67,172.6,401.09
059728,Linguiça Seara Paio 370G,7.59,17.99,3.0,42.62,74.27,22.76,53.97
060022,Linguiça Super Speed ​​Chicken 800G,9.66,20.23,41.0,35.06,54.0,395.98,829.59
060021,Linguiça Super Chicken With Bacon 800G,9.65,20.56,82.0,36.17,56.68,791.04,1686.02
060020,Linguiça Super Chicken With Pequi 800G,9.66,20.28,37.0,35.21,54.35,357.39,750.48
024716,Linguiça Tosc Chicken Chicken Tray Kg,9.8,25.29,47.82,50.61,102.48,468.89,1209.4
045101,Linguiça Tosc Frg Chur Super Chicken 1Kg,9.92,16.23,1284.0,16.82,20.23,12737.28,20834.08
053782,Linguiça Tosc Chicken Chicken Ch Vd Kg,9.78,16.04,491.19,22.11,28.39,4806.32,7876.89
024735,Linguiça Tosc Chicken Kg Chicken,9.79,16.07,1821.28,22.27,28.65,17832.89,29264.1
024734,Linguiça Tosc Chrus Swine For Barbecue Kg,10.1,16.15,577.36,22.67,29.31,5833.17,9325.2
032334,Linguiça Tosc Suina Apim Coldogg,13.59,32.99,14.4,43.95,78.43,195.75,475.14
054683,Linguiça Tosc Swine Frrico Band Kg,12.7,25.29,78.52,38.879999999999995,1985.76,997.25,1985.7707999999998
055200,Linguiça Tosc Swine Chick 500G Cheese,9.81,20.99,5.0,38.879999999999995,104.95,49.07,104.94999999999999
024664,Linguiça Tosc Swine Loss Kg,10.55,19.21,319.82,38.879999999999995,6142.46,3372.86,6143.742200000001
024799,Linguiça Tosc Suina Sadia Kg,11.08,22.29,37.29,38.879999999999995,831.05,413.02,831.1940999999999
075471,Linguiça Toscana Swrite Penil Cold Kg,10.28,17.08,830.71,38.879999999999995,14186.23,8543.06,14188.5268
024559,Kg Bovine Language,4.4,8.64,277.26,38.879999999999995,2394.93,1219.95,2395.5264
064915,Calabresa Linguica Boua 400G,6.46,14.99,42.0,38.879999999999995,629.58,271.44,629.58
024719,Calabresa Sadia Kg Linguica,14.5,29.99,7.85,38.879999999999995,235.55,113.87,235.42149999999998
030541,Calabresa Sadia Vacuo Kg,14.57,36.49,30.92,38.879999999999995,1128.33,450.58,1128.2708000000002
077033,Boua 400G Smoked Linguica,5.91,13.99,21.0,38.879999999999995,293.79,124.01,293.79
079222,Sadia 400G,7.09,16.99,26.0,38.879999999999995,441.74,184.39,441.73999999999995
071148,Liquid Mondial Easy Power 220V 1.5L Bco,65.59,119.9,1.0,38.879999999999995,119.9,65.59,119.9
071149,Liquid Mondial Easy Power 220V 1.5L Red,65.58,119.9,3.0,38.879999999999995,359.7,196.75,359.70000000000005
063153,Liquidif Britania Diam 800 4 Vel 1050W Pre,78.69,189.99,2.0,38.879999999999995,379.98,157.38,379.98
061102,Liquidif Britania Diam 800 4 Vel 1050W Veja,79.09,189.99,1.0,38.879999999999995,189.99,79.09,189.99
066944,Liquidif Mondial Easy Power 220V Pto,65.58,119.9,1.0,38.879999999999995,119.9,65.58,119.9
005636,Mov Casaflor Fl 220Ml Lustra,3.45,7.99,1.0,38.879999999999995,7.99,3.45,7.99
005635,Mov Casaflor Js 220Ml Lustra,3.45,7.99,1.0,38.879999999999995,7.99,3.45,7.99
052724,Casaflor Lav 220Ml Casaflor Furniture Lustra,4.1,7.99,2.0,38.879999999999995,15.98,8.2,15.98
003923,Peroba Mobile Lustra 200Ml,4.64,9.99,2.0,38.879999999999995,19.98,9.29,19.98
011047,Ype Jasm 200Ml Movies Lustra,2.79,6.99,2.0,38.879999999999995,13.98,5.59,13.98
003925,Lustra Moves Peroba Lav 100Ml,2.7,6.99,5.0,38.879999999999995,34.95,13.51,34.95
076925,Mac Cheese Sadia Calabresa 300G,6.65,11.99,4.0,38.879999999999995,47.96,26.61,47.96
083289,Mac Cheese Sadia Switzerland Barbcue 3,6.05,11.99,2.0,38.879999999999995,23.98,12.11,23.98
076398,Mac Cheese Sadia Cheddar Bacon 300G,6.06,11.99,12.0,38.879999999999995,143.88,72.67,143.88
075498,Mac Fusili Molh Bco Broc W/ Sadia Bacon 3,6.45,11.99,6.0,38.879999999999995,71.94,38.72,71.94
058573,Apple Argentina In Bulk Kg,12.74,19.79,13.66,38.879999999999995,270.31,174.12,270.3314
024526,National Apple In Bulk Kg,6.56,8.2,3405.19,38.879999999999995,27926.3,22322.48,27922.557999999997
031865,Green Apple In Bulk Kg,14.04,21.49,0.24,38.879999999999995,5.05,3.3,5.1575999999999995
024588,Mamao Formosa In Bulk Kg,3.64,5.91,1265.56,38.879999999999995,7485.1,4607.58,7479.4596
063611,Mamao Formosa Packed Kg,3.71,7.43,23.84,38.879999999999995,177.06,88.44,177.13119999999998
024571,Mamao Papaia In Bulk Kg,7.03,11.93,86.02,38.879999999999995,1025.78,605.11,1026.2186
024661,Cassava To Vacuo Santa Clara Kg,1.41,6.49,3.66,38.879999999999995,23.75,5.15,23.753400000000003
024530,Cassava In Bulk Kg,1.46,2.34,2211.88,38.879999999999995,5179.23,3225.81,5175.7992
053252,Cassava To Vacuum 2Irmaos 1Kg,4.85,7.99,843.0,38.879999999999995,6735.78,4088.55,6735.570000000001
024525,Mango In Bulk Kg,4.46,7.24,862.06,38.879999999999995,6244.71,3841.48,6241.3144
077694,Packed Manga Kg,4.68,9.93,34.33,38.879999999999995,340.93,160.65,340.89689999999996
059390,Nature Milk Basting With Salt 190G,8.34,13.99,17.0,38.879999999999995,237.83,141.7,237.83
