Code,Description,Unit_Cost,Unit_Price,Unit_Profit,Amount_Sold,Margin%,Total_Cost,Total_Sale,Total_Profit,Month,Year
78633,Zed Black Charcoal Cinnamon 7 Varet,1.45,3.99,2.54,6.0,58.65,8.71,23.94,15.23,3,2025
78635,Zed Black Charcoal Capim/ Lim 7 Va Incense,1.45,3.99,2.54,7.0,58.65,10.16,27.93,17.77,3,2025
78636,Incense Zed Black Charcoal Calls Din 7 Va,1.45,3.99,2.54,13.0,58.65,18.88,51.87,32.99,3,2025
78753,Incense Zed Black Charcoal Chuv Gold 7 Va,1.45,3.99,2.54,1.0,58.65,1.45,3.99,2.54,3,2025
78637,Zed Black Charcoal Citron 7 Var,1.45,3.99,2.54,9.0,58.65,13.07,35.91,22.84,3,2025
78754,Zed Black Charcoal Conta,1.45,3.99,2.54,8.0,58.65,11.62,31.92,20.3,3,2025
78638,Zed Black Charcoal Crove 7 Var,1.45,3.99,2.54,11.0,58.65,15.97,43.89,27.92,3,2025
78641,Incense Zed Black Charcoal Eucalip 7 Var,1.45,3.99,2.54,5.0,58.65,7.26,19.95,12.69,3,2025
78642,Incense Zed Black Charcoal Flower Lar 7 Var,1.45,3.99,2.54,2.0,58.65,2.9,7.98,5.08,3,2025
78643,Incense Zed Black Charcoal Jasmim 7 Var,1.45,3.99,2.54,10.0,58.65,14.52,39.9,25.38,3,2025
78644,Incense Zed Black Charcoal Lavand Franc 7,1.45,3.99,2.54,7.0,58.65,10.16,27.93,17.77,3,2025
78650,Incense Zed Black Charcoal Palo Santo 7 V,1.45,3.99,2.54,10.0,58.65,14.5,39.9,25.4,3,2025
78653,Incense Zed Black Charcoal Rs Bca 7 Var,1.45,3.99,2.54,4.0,58.65,5.81,15.96,10.15,3,2025
78654,Incense Zed Black Charcoal Rs Red Esp 7 V,1.45,3.99,2.54,7.0,58.65,10.16,27.93,17.77,3,2025
78655,Incense Zed Black Charcoal Sal Sal 7 Var,1.45,3.99,2.54,5.0,58.65,7.26,19.95,12.69,3,2025
78657,Incense Zed Black Charcoal Sant Anj Guar 7,1.45,3.99,2.54,7.0,58.65,10.16,27.93,17.77,3,2025
78658,Incense Zed Black Charcoal Seven Herbs 7 V,1.45,3.99,2.54,4.0,58.65,5.8,15.96,10.16,3,2025
78659,Incense Zed Black Charcoal Violet 7 Var,1.45,3.98,2.53,4.0,58.57,5.81,15.93,10.12,3,2025
24590,Yam In Bulk Kg,1.86,2.74,0.88,484.37,32.04,901.74,1326.81,425.07,3,2025
25479,Inhoque F.Propria Kg,6.99,40.0,33.01,5.46,87.0,38.14,218.24,180.1,3,2025
33489,Insecticide Aer Baygon Action Total 360Ml,9.56,17.51,7.95,68.0,38.58,650.0,1190.6,540.6,3,2025
42248,Insecticide Aer Baygon Total Eucalyptus Ec,8.78,17.46,8.68,31.0,37.96,272.03,541.3,269.27,3,2025
60576,Insecticide Aer Mat Insecticide Total Free 360 360,9.64,17.99,8.35,1.0,35.46,9.64,17.99,8.35,3,2025
82607,Insecticide Aer Mat Insecticide Cintron Gt33% 360Ml,8.89,17.99,9.1,1.0,44.47,8.89,17.99,9.1,3,2025
60574,Insecticide Aer Mat,8.89,17.99,9.1,4.0,44.47,35.56,71.96,36.4,3,2025
60585,Insecticide Aer Mat,9.04,17.99,8.95,6.0,43.52,54.26,107.94,53.68,3,2025
60577,Insecticide Aer Mat Insecticide S/Smell Gt33% 360M,9.04,17.99,8.94,2.0,43.52,18.09,35.98,17.89,3,2025
47927,Insecticide Aer Raid Multi-Insecticide Oil Euc 42,11.46,22.99,11.53,11.0,38.3,126.02,252.89,126.87,3,2025
56128,Insecticide Aero Sbp Citro 380Ml,8.41,16.99,8.57,4.0,38.85,33.66,67.96,34.3,3,2025
44625,Insecticide Baygon Ac Tot B Water 475Ml,12.72,27.99,15.27,7.0,40.03,89.05,195.93,106.88,3,2025
52300,Insecticide Baygon Aer Kills Barat And Form 360M,9.98,17.49,7.51,20.0,29.55,199.6,349.8,150.2,3,2025
2922,Insecticide Baygon Spiral 10X1,3.77,8.0,4.23,80.0,42.0,301.64,639.78,338.14,3,2025
55614,Insect Baygon Bait Forest Cheap,22.76,39.99,17.23,2.0,36.04,45.53,79.98,34.45,3,2025
2923,Insecticide Baygon Multi Insets Aero 285Ml,8.32,16.99,8.67,29.0,39.56,241.23,492.71,251.48,3,2025
31994,Insecticide Detefon Liquido A/To 500Ml,11.53,21.99,10.46,5.0,37.74,57.64,109.95,52.31,3,2025
1216,Espiral Insecticide Detefonc/10,3.03,6.99,3.96,39.0,46.54,118.05,272.61,154.56,3,2025
2609,Insecticide K-Tothrine 30Ml,7.33,16.99,9.66,12.0,41.29,87.98,203.88,115.9,3,2025
51284,Insecticide Raid 45N Ref C/Apar Gratis,9.12,24.99,15.87,5.0,50.38,45.58,124.95,79.37,3,2025
78849,Insecticide Raid Aero Citronela 420Ml,12.03,24.99,12.96,2.0,40.39,24.06,49.98,25.92,3,2025
82580,Insecticide Raid Aqua Protec Estenc Mult Inse,12.03,24.99,12.96,2.0,40.39,24.06,49.98,25.92,3,2025
51802,Insecticide Raid Mata Baratas And Form 450Ml,13.78,22.99,9.21,2.0,32.64,27.56,45.98,18.42,3,2025
18640,Insecticide Raid Past Lv12 Pg 10,4.45,8.99,4.54,12.0,39.93,53.35,107.88,54.53,3,2025
13541,Insecticide Raid Protec Appeal,16.36,32.99,16.63,1.0,38.77,16.36,32.99,16.63,3,2025
2938,Insecticide Raid Protector 45N 32.9Ml,11.26,21.99,10.73,8.0,42.46,90.1,175.92,85.82,3,2025
57199,Insect Sbp 45 Nights 2 Ref 50%Des 2,14.58,29.99,15.41,10.0,41.71,145.79,299.9,154.11,3,2025
18704,Insect Sbp 45 Nightsref Ap Free,10.75,22.99,12.24,8.0,45.63,86.0,183.92,97.92,3,2025
24091,Sbp Sbp Aer Citronte 450Ml Lv+ Pg-,9.99,19.05,9.06,27.0,39.43,269.72,514.36,244.64,3,2025
32732,Insect Sbp Aer Eucalyptus 450Ml Lv+ Pg-,9.89,18.99,9.1,29.0,38.97,286.85,550.71,263.86,3,2025
55772,Insect Sbp Aer Multi 380Ml,8.42,16.99,8.57,7.0,38.85,58.91,118.93,60.02,3,2025
20292,Insect Sbp Aer Multi 450Ml Lv+ Pg-,10.18,18.99,8.81,83.0,39.76,845.02,1576.17,731.15,3,2025
82505,Inseet Sbp Elet 3Ref 45N 32.9Ml,18.39,35.99,17.6,17.0,36.93,312.58,611.83,299.25,3,2025
63699,Insect Sbp Elect Ref 45N Gts Apar Smooth,10.43,19.99,9.56,11.0,37.3,114.7,219.89,105.19,3,2025
46689,Insecticide Sbp Refill Citronella 45N,9.24,17.99,8.75,5.0,40.17,46.19,89.95,43.76,3,2025
46062,Insect Sbp Refill Elet Past Citr Lv12Pg10,5.3,11.99,6.69,15.0,45.79,79.47,179.85,100.38,3,2025
19886,Insecticide Sbp Refill Pellet 12H Lv12 Pg10,5.97,10.99,5.02,1.0,38.99,5.97,10.99,5.02,3,2025
75176,Inst Raticide Kellmat Seed Cereal 25,0.83,1.99,1.16,41.0,48.41,34.11,81.59,47.48,3,2025
60052,Iog Cereal Chocol+ Chamyto Mor 130G,3.39,6.49,3.1,21.0,41.38,71.11,136.29,65.18,3,2025
39317,Iog Chambinho Petit Strawberry 320G,4.43,6.28,1.85,344.0,20.65,1524.63,2158.8,634.17,3,2025
71661,Iog Chambinho Pouch Strawberry Nestle 10,2.2,4.49,2.29,40.0,44.74,87.99,179.6,91.61,3,2025
59943,Iog Chamyto Colorful Cereal 130G,3.35,6.34,2.99,23.0,40.55,77.13,145.77,68.64,3,2025
74254,Iog Danone Greek Flacos 90G,2.45,4.99,2.54,2.0,44.89,4.9,9.98,5.08,3,2025
74255,Iog Danone Greek Fruits Red 90G,2.45,4.99,2.54,1.0,44.89,2.45,4.99,2.54,3,2025
48710,Greek Danone Traditional 90G,2.45,4.99,2.54,3.0,44.89,7.34,14.97,7.63,3,2025
41953,Iog Danone Liquido Vit/Fruits 170G,2.94,5.99,3.06,2.0,44.91,5.87,11.98,6.11,3,2025
40803,Iog Danone Liquid Strawberry 170G,2.94,5.99,3.05,4.0,44.91,11.75,23.96,12.21,3,2025
66983,Ion Danone Liquid Strawberry 850G,10.67,18.32,7.65,3.0,34.56,32.01,54.97,22.96,3,2025
66982,Ion Danone Liquid Vitamin Fruits 850G,10.67,19.99,9.32,5.0,40.02,53.35,99.95,46.6,3,2025
33211,Ion Danone Integral Natural 160G,3.1,5.99,2.89,4.0,41.24,12.39,23.96,11.57,3,2025
73441,Iog Diolac Whey Triplo Zero Strawberry 25,4.58,8.99,4.41,11.0,42.16,50.34,98.89,48.55,3,2025
80981,Yogurt Nestle Strawberry Chambinho 165G,2.48,3.99,1.51,9.0,30.2,22.31,35.91,13.6,3,2025
52640,Yogurt Nestle Strawberry 170G,1.62,3.99,2.37,10.0,54.39,16.2,39.9,23.7,3,2025
77525,Isotonic Gatorade Berry Blue 500Ml,4.83,6.99,2.16,37.0,30.9,178.71,258.63,79.92,3,2025
10617,Isotonic Gatorade Citr 500Ml Fruits,4.83,6.99,2.16,33.0,30.9,159.39,230.67,71.28,3,2025
2692,Isotonic Gatorade Orange 500Ml,4.83,6.99,2.16,85.0,30.9,410.55,594.13,183.58,3,2025
10101,Isotonic Gatorade Lemon 500Ml,4.83,6.99,2.16,78.0,30.9,376.74,545.18,168.44,3,2025
2696,Isotonic Gatorade Morango Passable 5,4.83,6.99,2.16,65.0,30.9,313.95,454.35,140.4,3,2025
77424,Isotonic Gatorade Strawberry Watermelon 5,4.83,6.99,2.16,2.0,30.9,9.66,13.98,4.32,3,2025
10631,Isotonic Gatorade Tangerina 500Ml,4.83,6.99,2.16,14.0,30.9,67.62,97.86,30.24,3,2025
2694,Isotonic Gatorade Uva 500Ml,4.83,6.99,2.16,89.0,30.9,429.87,622.11,192.24,3,2025
80502,Isotonic Gatorade Zero Cal Frut Silves,3.33,4.99,1.66,11.0,33.27,36.63,54.89,18.26,3,2025
78335,Isotonic Gatorade Zero Cal Lar Lima 35,3.33,4.99,1.66,4.0,33.27,13.32,19.96,6.64,3,2025
73285,Isotonic Powerade Tropical Fruits 50,3.82,4.93,1.11,34.0,22.53,129.88,167.66,37.78,3,2025
36781,Isotonic Powerade Orange 500Ml,3.82,4.97,1.15,28.0,23.17,106.96,139.22,32.26,3,2025
74515,Isotonic Powerade Lemon 500Ml,3.82,5.13,1.31,28.0,25.58,106.96,143.72,36.76,3,2025
40170,Isotonic Powerade Fruit Mix 500Ml,3.82,4.97,1.15,88.0,23.1,336.16,437.12,100.96,3,2025
38083,Isotonic Powerade Tangerine 500Ml,3.82,4.88,1.06,27.0,21.7,103.14,131.73,28.59,3,2025
38084,Isotonic Powerade Uva 500Ml,3.82,4.98,1.16,34.0,23.22,129.88,169.16,39.28,3,2025
38450,Jilo In Bulk Kg,4.38,7.02,2.64,353.08,37.56,1547.91,2479.18,931.27,3,2025
44721,Jilo Packed Kg,4.35,9.08,4.73,175.24,52.11,762.27,1591.86,829.59,3,2025
79477,Jilo Promota Kg,4.84,0.99,-3.85,13.62,-389.02,65.92,13.48,-52.44,3,2025
80239,Kellcid Gel Kills Antosil 10G Ants,7.36,16.99,9.62,2.0,50.74,14.73,33.98,19.25,3,2025
20968,500G Church Feijoada Kit,10.16,22.99,12.83,32.0,39.88,325.11,735.68,410.57,3,2025
24798,Santa Clara Feijoada Kit Temperated Kg,6.0,24.99,18.99,21.98,75.99,131.88,549.35,417.47,3,2025
80317,Clean Kit Screens Aromasil 100Ml,7.7,19.99,12.29,1.0,52.17,7.7,19.99,12.29,3,2025
24823,Kiwi In Bulk Kg,23.91,36.4,12.49,25.4,34.3,607.53,924.63,317.1,3,2025
24722,Kiwi Tray Kg,22.8,45.6,22.8,0.28,50.01,6.43,12.86,6.43,3,2025
24587,Orange In Bulk Kg,3.42,4.69,1.27,2622.92,27.05,8972.26,12298.8,3326.54,3,2025
228,Packed Orange Kg,3.37,2.4,-0.97,9.56,-40.74,32.24,22.91,-9.33,3,2025
55711,600G Land Land Land Lasagna,8.63,16.99,8.36,21.0,37.32,181.17,356.79,175.62,3,2025
82818,Ceel Lasanha Bolto Bolt 600G,9.34,13.83,4.49,169.0,20.55,1578.61,2337.7,759.09,3,2025
54993,600G,9.48,16.99,7.51,4.0,37.32,37.91,67.96,30.05,3,2025
54994,Frg Lossanha Lasanha W/Bacon 600G,9.48,16.99,7.51,5.0,37.32,47.39,84.95,37.56,3,2025
39003,Lasagna Rezende Bolognese 600G,9.84,15.99,6.15,4.0,24.05,39.35,63.96,24.61,3,2025
39643,Lasanha Rezende Chicken 600G,9.84,15.99,6.15,11.0,24.05,108.21,175.89,67.68,3,2025
50728,Sadia Lasagna 04 Cheeses 600G,11.26,18.99,7.73,1.0,33.4,11.26,18.99,7.73,3,2025
50648,Sadia Bolognese 600G Lasagna,8.89,18.99,10.1,8.0,42.18,71.14,151.92,80.78,3,2025
50428,Sadia Lasanha Chicken 600G,10.25,18.99,8.74,5.0,33.4,51.23,94.95,43.72,3,2025
50937,Lasagna Sadia Pres/Qj To Sugo 600G,11.26,18.99,7.73,4.0,33.4,45.03,75.96,30.93,3,2025
30682,Seara Bolognese 600G Lasagna,11.48,16.13,4.65,7.0,12.15,80.35,112.93,32.58,3,2025
32657,Lasagna Seara Calabres 600G,11.42,16.99,5.57,3.0,24.5,34.25,50.97,16.72,3,2025
31387,Lasagna Seara Chicken 600G,10.39,22.99,12.6,3.0,44.2,31.17,68.97,37.8,3,2025
74139,Lav Roup Lq Tixan Ype Maciez 3Lt,15.92,32.99,17.07,3.0,35.08,47.76,98.97,51.21,3,2025
28103,Lav Roup Lq Tixan Ype Mc 1Lt,6.24,13.99,7.75,16.0,39.97,99.89,223.84,123.95,3,2025
28104,Lav Roup Lq Tixan Ype Pm 1Lt,6.24,13.99,7.75,14.0,39.97,87.4,195.86,108.46,3,2025
52478,Lav Roup Lq Tixan Ype Primavera 3Lt,15.92,32.62,16.7,8.0,34.33,127.38,260.92,133.54,3,2025
74986,Lava Crazy In Powder Ype 450G,14.59,32.99,18.4,1.0,40.53,14.59,32.99,18.4,3,2025
76911,Lava Clothes Liquido Coconut Star 1L,4.9,8.99,4.09,17.0,40.11,83.32,152.83,69.51,3,2025
77144,Lava Clothes Liquido Soft Life 1Lt,11.48,23.99,12.51,2.0,34.91,22.96,47.98,25.02,3,2025
61101,Lava Clothes Liquido Soft Life 500Ml,6.76,13.02,6.26,8.0,35.73,54.05,104.13,50.08,3,2025
81359,Lava Clothes Liquido Soft Lifeline Fennel 1L,13.72,23.99,10.27,10.0,29.18,137.23,239.9,102.67,3,2025
81360,Lava Clothes Liquido Soft Lifetime Fennel 50,6.54,12.99,6.46,2.0,31.56,13.07,25.98,12.91,3,2025
82271,Lava Clothes Life Soft Lavanda 1Lt,12.32,23.99,11.67,1.0,30.14,12.32,23.99,11.67,3,2025
82270,Lava Clothes Liquido Life Soft Lavender 500M,6.53,12.99,6.46,5.0,31.56,32.67,64.95,32.28,3,2025
75954,Lava Clothes Liquido Ype Tixan Prim Refill 900M,5.22,10.99,5.76,2.0,36.05,10.45,21.98,11.53,3,2025
74137,Lava Clothes Powder Tixan Ype Antibac Ct 800G,6.18,13.03,6.85,14.0,36.18,86.55,182.42,95.87,3,2025
74437,Lava Clothes Powder Tixan Ype Antibac Cx 1.6K,11.14,19.99,8.85,9.0,25.05,100.24,179.91,79.67,3,2025
74988,Lava Clothes Powder Tixan Ype Green Ct 1.6Kg,12.25,21.76,9.51,4.0,24.24,49.01,87.02,38.01,3,2025
70490,Lava Clothes Powder Tixan Ype Softness Ct 1.6Kg G,10.28,20.37,10.09,47.0,32.12,483.21,957.53,474.32,3,2025
80587,Lava Clothes Powder Tixan Ype Softness Ct 2.2Kg,13.39,21.68,8.29,638.0,16.89,8544.73,13829.31,5284.58,3,2025
70119,Lava Clothes Powder Tixan Ype Softness Ct 400G,3.29,6.98,3.69,57.0,36.68,187.3,397.93,210.63,3,2025
70494,Lava Clothes Powder Tixan Ype Maciez Ct 800G,6.23,12.8,6.57,54.0,34.57,336.3,691.46,355.16,3,2025
70493,Lava Clothes Powder Tixan Ype Softness Fx 1.6Kg,10.36,19.99,9.63,36.0,30.3,372.89,719.64,346.75,3,2025
70496,Lava Clothes Powder Tixan Ype Maciez Fx 400G,3.06,6.99,3.93,23.0,41.19,70.29,160.77,90.48,3,2025
70121,Lava Clothes Powder Tixan Ype Maciez Fx 4Kg,22.62,43.34,20.72,23.0,29.79,520.27,996.77,476.5,3,2025
71307,Lava Clothes Powder Tixan Ype Maciez Fx 800G,5.75,11.99,6.24,35.0,35.5,201.22,419.65,218.43,3,2025
72791,Lava Clothes Powder Tixan Ype First Fx Lv800G P,5.08,11.99,6.91,19.0,42.96,96.6,227.81,131.21,3,2025
70120,"Washing Clothes Powder Tixan Ype Spring Ct 1,",11.16,21.49,10.33,4.0,29.36,44.63,85.96,41.33,3,2025
81679,"Washing Clothes Powder Tixan Ype Spring Ct 1,",8.66,19.99,11.33,49.0,41.74,424.19,979.51,555.32,3,2025
70491,"Washing Clothes Powder Tixan Ype Spring Ct 1,",11.25,20.87,9.62,127.0,33.74,1429.26,2650.59,1221.33,3,2025
53825,Milk L Life Compleite Integral 1L Cx12,48.03,56.33,8.3,549.0,3.09,26370.43,30923.11,4552.68,3,2025
6282,Milk L Life Compleite Integral 1L,4.0,4.72,0.72,10230.0,3.82,40893.2,48316.36,7423.16,3,2025
53868,Milk L Life Italac Tp Without/Des 1Lt Cx12,46.44,53.88,7.44,1.0,4.23,46.44,53.88,7.44,3,2025
5645,Clean Alum Polyrístri Tr 500Ml,2.0,3.99,1.99,17.0,44.94,34.0,67.83,33.83,3,2025
5433,Zupp Zupp Tiles,3.32,6.99,3.67,6.0,36.05,19.94,41.94,22.0,3,2025
20252,Clean Azulim Start Acao Total Citrus 1L,5.24,9.99,4.75,11.0,42.35,57.67,109.89,52.22,3,2025
75928,Clean Bathroom Veja Antibac Desi 20% 500,6.74,14.99,8.25,2.0,44.83,13.48,29.98,16.5,3,2025
80246,Clean Box Aromasil Gtl 500Ml,6.2,15.99,9.79,2.0,52.18,12.4,31.98,19.58,3,2025
24859,Clean Polytri Ceramic 1Lt,5.47,9.99,4.52,7.0,39.82,38.31,69.93,31.62,3,2025
33033,Clean Ceramic Azulim Trad 2L,9.07,16.99,7.92,10.0,41.34,90.73,169.9,79.17,3,2025
44200,Clean Cif Crem Home 250Ml,6.42,12.01,5.59,10.0,34.84,64.17,120.08,55.91,3,2025
35913,Clean Cif Crem Lima 250Ml,6.28,11.49,5.21,8.0,27.64,50.23,91.92,41.69,3,2025
70380,Clean Cif Crem Lemon 450Ml,8.86,19.99,11.13,11.0,39.68,97.48,219.89,122.41,3,2025
35322,Clean Cif Cre Cre Prof Brc 250Ml,6.21,12.32,6.11,3.0,31.43,18.63,36.97,18.34,3,2025
75816,Clean Cif Cre Cre Brc Grts 20% 250Ml,5.7,11.41,5.71,14.0,32.06,79.79,159.77,79.98,3,2025
76065,Clean Oven Green Devil Lemon 250G,7.31,16.99,9.68,13.0,41.48,95.02,220.87,125.85,3,2025
22692,Clean Oven Traditional Green Devil 250,7.31,17.99,10.68,4.0,44.72,29.24,71.96,42.72,3,2025
30484,Clean Oven Easy Off 250Ml,10.78,24.99,14.21,2.0,46.98,21.55,49.98,28.43,3,2025
80574,Clean Oven Sol 230G,5.46,13.99,8.53,6.0,46.93,32.75,83.94,51.19,3,2025
80244,Cleans Aromasil Gtl 500Ml Grills,8.04,20.99,12.95,1.0,52.43,8.04,20.99,12.95,3,2025
26346,Clean Limo Ype Cl Activ 520G,3.8,8.42,4.62,7.0,39.37,26.57,58.93,32.36,3,2025
74142,Clean Ype Chloro Ativ Gel 520G 20% ​​D,3.04,6.99,3.95,11.0,41.59,33.4,76.89,43.49,3,2025
7045,Clean Pedrex Floors 2Lt,10.7,21.99,11.29,11.0,36.44,117.69,241.89,124.2,3,2025
9688,Clean Porcelain Azulim Lav Power750M,7.16,11.99,4.83,3.0,34.46,21.47,35.97,14.5,3,2025
59358,Clean Porcelain Zupp 500Ml,2.56,5.99,3.43,2.0,42.54,5.12,11.98,6.86,3,2025
81720,Clean Veja Bath Antibac Lav 20%D 500Ml,6.76,13.99,7.22,10.0,40.67,67.65,139.9,72.25,3,2025
37001,Clean Veja Vidrex Ref 500Ml,9.98,20.99,11.01,1.0,40.4,9.98,20.99,11.01,3,2025
11586,Cleans Azulim Glass 500Ml,2.5,4.49,1.99,5.0,38.84,12.5,22.45,9.95,3,2025
74824,Cleans Glasses Spray With Alcohol 500M,6.36,14.99,8.62,4.0,53.36,25.46,59.96,34.5,3,2025
82273,Cleans Glass House Perfume Squeeze 500Ml,6.36,13.99,7.62,4.0,38.1,25.46,55.96,30.5,3,2025
51850,Cleans Glass Veja Vidrex W/Alc 500Ml,4.39,10.99,6.6,3.0,45.68,13.17,32.97,19.8,3,2025
5432,Clean Glass Zupp 500Ml,2.49,5.49,3.0,2.0,44.86,4.98,10.98,6.0,3,2025
40891,Cleaner Veja Deseng Lav Pulv 30% Desi 5,8.89,16.99,8.1,1.0,28.84,8.89,16.99,8.1,3,2025
75349,Cleaner Veja Deseng Lemon Pulv 30% Des,8.5,19.99,11.49,8.0,42.12,68.03,159.92,91.89,3,2025
56495,Cleaner Veja Clean Pes Orig Gold 20%Des,4.33,9.49,5.16,3.0,37.93,12.99,28.47,15.48,3,2025
78595,Heavy Cleaning Ype Lemon Xtreme 1Lt,5.35,11.99,6.64,5.0,39.93,26.77,59.95,33.18,3,2025
61366,Heavy Cleaning Original 500Ml Ype,3.24,6.99,3.75,2.0,37.63,6.48,13.98,7.5,3,2025
36899,Linguiça Calab Def Seara 400G,7.92,17.63,9.71,11.0,38.91,87.08,193.89,106.81,3,2025
24786,Linguiça Calab Fine Sliced ​​Chick Vacuo Kg,12.96,31.79,18.83,0.5,49.69,6.53,16.02,9.49,3,2025
24705,Linguiça Fine Final Colled Cea Vacuo Kg,12.95,30.79,17.84,74.19,48.07,960.86,2284.11,1323.25,3,2025
56335,Linguiça Calab Fine Frico 400G,5.9,14.02,8.12,21.0,42.81,123.8,294.48,170.68,3,2025
32890,Linguiça Calab Chilli Thin Kg,12.95,27.46,14.51,34.2,41.76,442.98,939.04,496.06,3,2025
56334,Linguiça Calab Grossa Cold 400G,5.9,13.99,8.09,62.0,42.67,365.49,867.38,501.89,3,2025
33077,Entire Cold Calab Cold Cold Vacuo K,11.02,30.29,19.27,69.78,50.51,768.91,2113.63,1344.72,3,2025
44791,Linguiça Calab Loss 400G,6.08,10.9,4.82,234.0,24.08,1423.67,2551.17,1127.5,3,2025
24730,Linguiça Calab Thick Loss Kg,15.47,42.0,26.53,1.99,51.09,30.76,83.49,52.73,3,2025
54678,Linguiça Calabresa Boua Kg,11.04,26.98,15.94,0.45,44.4,5.01,12.25,7.24,3,2025
82966,Calabresa Linguiça Boua Vacuo Kg,11.03,30.0,18.97,20.74,49.98,228.68,622.01,393.33,3,2025
31884,Linguiça Calabresa Grossa Cold Kg,11.02,27.76,16.74,153.24,46.0,1688.53,4254.0,2565.47,3,2025
63712,Linguiça Calabresa Straight Frrico Tray Kg,11.75,23.99,12.24,40.87,33.35,480.36,980.41,500.05,3,2025
82627,Switzerland Linguiça Frico Ceel 500G,8.45,19.99,11.54,3.0,42.5,25.35,59.97,34.62,3,2025
82158,Linguiça De Cost Bov Cong Maturatta 300G,7.09,14.99,7.9,1.0,41.46,7.09,14.99,7.9,3,2025
38425,Smoked Linguiça Seara Fin 215G,4.04,7.9,3.86,114.0,30.36,461.02,900.62,439.6,3,2025
47747,Linguiça Fine Chicken Chicken 800G Package,10.76,23.99,13.23,6.0,38.97,64.57,143.94,79.37,3,2025
54005,Linguiça Fine Chicken Kg,12.49,24.84,12.35,202.36,31.6,2527.3,5026.65,2499.35,3,2025
64913,Fine Linguiça Fric Frg Tray Kg,11.0,32.99,21.99,39.37,66.66,433.03,1298.65,865.62,3,2025
64914,Linguiça Fine Cold Suin Tray Kg,13.5,30.79,17.29,73.83,56.15,996.71,2273.03,1276.32,3,2025
57890,Linguiça Fine Cold Suina Kg,12.49,24.92,12.43,162.37,31.83,2027.84,4046.46,2018.62,3,2025
75661,Linguiça Fine Qualitti Chicken Kg,10.16,20.99,10.83,2.24,40.06,22.71,46.93,24.22,3,2025
71029,Linguiça Fine Suina Cold Package 800G,10.76,24.99,14.23,24.0,41.42,258.29,599.76,341.47,3,2025
32154,Linguiça Thick Chicken Bacon Kg Kg,13.22,21.79,8.57,42.25,17.44,558.66,920.58,361.92,3,2025
77281,Linguiça Mixed Coz Smoked Sadia 215G,4.27,9.99,5.72,32.0,45.49,136.55,319.68,183.13,3,2025
76397,Linguiça Mixed Fininha Def Perdigao 215G,4.21,9.78,5.57,41.0,43.4,172.6,401.09,228.49,3,2025
59728,Linguiça Seara Paio 370G,7.59,17.99,10.4,3.0,42.62,22.76,53.97,31.21,3,2025
60022,Linguiça Super Speed ​​Chicken 800G,9.66,20.23,10.57,41.0,35.06,395.98,829.59,433.61,3,2025
60021,Linguiça Super Chicken With Bacon 800G,9.65,20.56,10.91,82.0,36.17,791.04,1686.02,894.98,3,2025
60020,Linguiça Super Chicken With Pequi 800G,9.66,20.28,10.62,37.0,35.21,357.39,750.48,393.09,3,2025
24716,Linguiça Tosc Chicken Chicken Tray Kg,9.8,25.29,15.49,47.82,50.61,468.89,1209.4,740.51,3,2025
45101,Linguiça Tosc Frg Chur Super Chicken 1Kg,9.92,16.23,6.31,1284.0,16.82,12737.28,20834.08,8096.8,3,2025
53782,Linguiça Tosc Chicken Chicken Ch Vd Kg,9.78,16.04,6.26,491.19,22.11,4806.32,7876.89,3070.57,3,2025
24735,Linguiça Tosc Chicken Kg Chicken,9.79,16.07,6.28,1821.28,22.27,17832.89,29264.1,11431.21,3,2025
24734,Linguiça Tosc Chrus Swine For Barbecue Kg,10.1,16.15,6.05,577.36,22.67,5833.17,9325.2,3492.03,3,2025
32334,Linguiça Tosc Suina Apim Coldogg,13.59,32.99,19.4,14.4,43.95,195.75,475.14,279.39,3,2025
2721,Margarine Quuel Light W/Salt 250G,3.31,6.49,3.18,1.0,45.15,3.31,6.49,3.18,3,2025
20153,Margarine Quuel S/Sal 250G,3.62,6.49,2.87,37.0,41.87,133.98,240.26,106.28,3,2025
17608,Margarine Qualy S/Sal 500G,6.58,10.49,3.91,20.0,34.6,131.6,209.8,78.2,3,2025
25053,Maria Mole Coconut F.Propria Kg,5.04,45.0,39.96,4.53,88.8,22.84,203.94,181.1,3,2025
13512,Brondelli 500G Lasagna Mass,6.47,13.99,7.52,9.0,42.89,58.25,125.91,67.66,3,2025
31232,Mass Of Lasagna Massaleve 500G,7.29,14.99,7.7,3.0,39.97,21.87,44.97,23.1,3,2025
75810,Pasta Pastel Cold 500G,7.05,13.99,6.94,18.0,37.8,126.87,251.82,124.95,3,2025
8533,Mass For Large Japanese Pastel 500G,6.83,11.99,5.16,96.0,42.23,655.39,1151.04,495.65,3,2025
5242,Japanese Pastel Mass Media 500G,6.76,11.99,5.23,45.0,42.77,304.32,539.55,235.23,3,2025
40378,Japanese Pastel Pasta 5,6.76,11.99,5.23,39.0,42.76,263.8,467.61,203.81,3,2025
75734,500G Cold Lasagna Mass,7.75,12.99,5.24,6.0,33.0,46.48,77.94,31.46,3,2025
60580,Pastel Pastel Goianinho Grande 400G,4.86,10.99,6.13,74.0,45.4,359.64,813.19,453.55,3,2025
60579,Pastel Pastel Goianinho Media 400G,4.86,10.96,6.1,32.0,45.25,155.52,350.66,195.14,3,2025
