Código   Descrição                                  Quant. Venda Un.      Custo     Compra        C.M.V Margem % Mkp            Venda
078630   INCENSO ZED BLACK CARVAO ALFAZEMA 7 VAR         6,000     3,99        8,71        9,90        9,90   58,65   141,82       23,94
078631   INCENSO ZED BLACK CARVAO ARRUDA 7 VAR           9,000     3,99       13,07       14,85       14,85   58,65   141,82       35,91
078632   INCENSO ZED BLACK CARVAO BAMBOO 7 VAR           1,000     3,99        1,45        1,65        1,65   58,65   141,82        3,99
078645   INCENSO ZED BLACK CARVAO BEBE CARIN 7 VA        3,000     3,99        4,36        4,95        4,95   58,65   141,82       11,97
                                Relatórios de Vendas - Por Produto
SUPER SANTA CLARA LTDA LJ001 - CNPJ : 02.928.531/0001-74                                                Empresa/Filial: 001
Período: 01/03/2025 à 31/03/2025 Famílias: 004,005,006,007,008,011,014
SGLinear: 25.03.07 (vendasecf01) - Usuário: cai - Data/Hora impres.: 28/04/2025 15:28:27
Página 17 de 38


Código   Descrição                                  Quant. Venda Un.     Custo    Compra       C.M.V Margem % Mkp         Venda
078634   INCENSO ZED BLACK CARVAO CAMOMILA 7 VA      7,000      3,99      10,16      11,55      11,55   58,65   141,82      27,93
078633   INCENSO ZED BLACK CARVAO CANELA 7 VARET     6,000      3,99       8,71       9,90       9,90   58,65   141,82      23,94
078635   INCENSO ZED BLACK CARVAO CAPIM/ LIM 7 VA    7,000      3,99      10,16      11,55      11,55   58,65   141,82      27,93
078636   INCENSO ZED BLACK CARVAO CHAMA DIN 7 VA    13,000      3,99      18,88      21,45      21,45   58,65   141,82      51,87
078753   INCENSO ZED BLACK CARVAO CHUV OURO 7 VA     1,000      3,99       1,45       1,65       1,65   58,65   141,82       3,99
078637   INCENSO ZED BLACK CARVAO CITRON 7 VAR       9,000      3,99      13,07      14,85      14,85   58,65   141,82      35,91
078754   INCENSO ZED BLACK CARVAO CONT OL            8,000      3,99      11,62      13,20      13,20   58,65   141,82      31,92
078638   INCENSO ZED BLACK CARVAO CROVE 7 VAR       11,000      3,99      15,97      18,15      18,15   58,65   141,82      43,89
078641   INCENSO ZED BLACK CARVAO EUCALIP 7 VAR      5,000      3,99       7,26       8,25       8,25   58,65   141,82      19,95
078642   INCENSO ZED BLACK CARVAO FLOR LAR 7 VAR     2,000      3,99       2,90       3,30       3,30   58,65   141,82       7,98
078643   INCENSO ZED BLACK CARVAO JASMIM 7 VAR      10,000      3,99      14,52      16,50      16,50   58,65   141,82      39,90
078644   INCENSO ZED BLACK CARVAO LAVAND FRANC 7     7,000      3,99      10,16      11,55      11,55   58,65   141,82      27,93
078650   INCENSO ZED BLACK CARVAO PALO SANTO 7 V    10,000      3,99      14,50      16,50      16,50   58,65   141,82      39,90
078653   INCENSO ZED BLACK CARVAO RS BCA 7 VAR       4,000      3,99       5,81       6,60       6,60   58,65   141,82      15,96
078654   INCENSO ZED BLACK CARVAO RS VERM ESP 7 V    7,000      3,99      10,16      11,55      11,55   58,65   141,82      27,93
078655   INCENSO ZED BLACK CARVAO SAL GROS 7 VAR     5,000      3,99       7,26       8,25       8,25   58,65   141,82      19,95
078657   INCENSO ZED BLACK CARVAO SANT ANJ GUAR 7    7,000      3,99      10,16      11,55      11,55   58,65   141,82      27,93
078658   INCENSO ZED BLACK CARVAO SETE ERVAS 7 V     4,000      3,99       5,80       6,60       6,60   58,65   141,82      15,96
078659   INCENSO ZED BLACK CARVAO VIOLETA 7 VAR      4,000      3,98       5,81       6,60       6,60   58,57   141,36      15,93
024590   INHAME AGRANEL KG                         484,370      2,74     901,74     901,74     901,74   32,04    47,14   1.326,81
025479   INHOQUE F.PROPRIA KG                        5,456     40,00      38,14      28,37      28,37   87,00   669,23     218,24
033489   INSET AER BAYGON ACAO TOTAL 360ML          68,000     17,51     650,00     731,32     731,32   38,58    62,80   1.190,60
042248   INSET AER BAYGON ACAO TOTAL EUCALIPTO EC   31,000     17,46     272,03     335,83     335,83   37,96    61,18     541,30
060576   INSET AER MAT INSET ACAO TOTAL GRAT33%360   1,000     17,99       9,64      11,61      11,61   35,46    54,95      17,99
082607   INSET AER MAT INSET CINTRON GT33% 360ML     1,000     17,99       8,89       9,99       9,99   44,47    80,08      17,99
060574   INSET AER MAT INSET ELCALIP GRAT33% 360M    4,000     17,99      35,56      39,96      39,96   44,47    80,08      71,96
060585   INSET AER MAT INSET MULTI GRAT33% 360ML     6,000     17,99      54,26      60,96      60,96   43,52    77,07     107,94
060577   INSET AER MAT INSET S/CHEIRO GT33% 360M     2,000     17,99      18,09      20,32      20,32   43,52    77,07      35,98
047927   INSET AER RAID MULTI-INSETOS OLEO EUC 42   11,000     22,99     126,02     156,02     156,02   38,30    62,08     252,89
056128   INSET AERO SBP CITRO 380ML                  4,000     16,99      33,66      41,56      41,56   38,85    63,52      67,96
044625   INSET BAYGON AC TOT B AGUA 475ML            7,000     27,99      89,05     117,49     117,49   40,03    66,76     195,93
052300   INSET BAYGON AER MATA BARAT E FORM 360M    20,000     17,49     199,60     246,43     246,43   29,55    41,95     349,80
002922   INSET BAYGON ESPIRAL 10X1                  80,000      8,00     301,64     371,06     371,06   42,00    72,42     639,78
055614   INSET BAYGON ISCA MATA BARATA               2,000     39,99      45,53      51,16      51,16   36,04    56,35      79,98
002923   INSET BAYGON MULTI INSETOS AERO 285ML      29,000     16,99     241,23     297,80     297,80   39,56    65,45     492,71
031994   INSET DETEFON LIQ A/TO 500ML                5,000     21,99      57,64      68,45      68,45   37,74    60,63     109,95
001216   INSET ESPIRAL DETEFONC/10                  39,000      6,99     118,05     145,74     145,74   46,54    87,05     272,61
002609   INSET K-OTHRINE 30ML                       12,000     16,99      87,98     119,70     119,70   41,29    70,33     203,88
051284   INSET RAID 45N REF C/APAR GRATIS            5,000     24,99      45,58      62,00      62,00   50,38   101,53     124,95
078849   INSET RAID AERO CITRONELA 420ML             2,000     24,99      24,06      29,79      29,79   40,39    67,76      49,98
082580   INSET RAID AQUA PROTEC ESSENC MULT INSE     2,000     24,99      24,06      29,79      29,79   40,39    67,76      49,98
051802   INSET RAID MATA BARATAS E FORM 450ML        2,000     22,99      27,56      30,97      30,97   32,64    48,47      45,98
018640   INSET RAID PAST LV12 PG 10                 12,000      8,99      53,35      64,80      64,80   39,93    66,48     107,88
013541   INSET RAID PROTEC APAREL                    1,000     32,99      16,36      20,20      20,20   38,77    63,32      32,99
002938   INSET RAID PROTECTOR 45N 32,9ML             8,000     21,99      90,10     101,23     101,23   42,46    73,78     175,92
057199   INSET SBP 45 NOITES 2 REF 50%DESC 2        10,000     29,99     145,79     174,80     174,80   41,71    71,57     299,90
018704   INSET SBP 45 NOITESREF AP GRATIS            8,000     22,99      86,00     100,00     100,00   45,63    83,92     183,92
024091   INSET SBP AER CITRONELA 450ML LV+ PG-      27,000     19,05     269,72     311,54     311,54   39,43    65,10     514,36
032732   INSET SBP AER EUCALIPTO 450ML LV+ PG-      29,000     18,99     286,85     336,08     336,08   38,97    63,86     550,71
055772   INSET SBP AER MULTI 380ML                   7,000     16,99      58,91      72,73      72,73   38,85    63,52     118,93
020292   INSET SBP AER MULTI 450ML LV+ PG-          83,000     18,99     845,02     949,52     949,52   39,76    66,00   1.576,17
082505   INSET SBP ELET 3REF 45N 32,9ML             17,000     35,99     312,58     385,90     385,90   36,93    58,55     611,83
063699   INSET SBP ELET REF 45N GTS APAR SUAVE      11,000     19,99     114,70     137,87     137,87   37,30    59,49     219,89
046689   INSET SBP REFIL CITRONELA 45N               5,000     17,99      46,19      53,82      53,82   40,17    67,13      89,95
046062   INSET SBP REFIL ELET PAST CITR LV12PG10    15,000     11,99      79,47      97,50      97,50   45,79    84,46     179,85
019886   INSET SBP REFIL PASTILHA 12H LV12 PG10      1,000     10,99       5,97       6,71       6,71   38,99    63,91      10,99
075176   INST RATICIDA KELLMAT SEMENTE CEREAIS 25   41,000      1,99      34,11      42,10      42,10   48,41    93,82      81,59
060052   IOG CEREAIS CHOCOL+ CHAMYTO MOR 130G       21,000      6,49      71,11      79,90      79,90   41,38    70,58     136,29
039317   IOG CHAMBINHO PETIT MORANGO 320G          344,000      6,28   1.524,63   1.713,07   1.713,07   20,65    26,02   2.158,80
071661   IOG CHAMBINHO POUCH MORANGO NESTLE 10      40,000      4,49      87,99      99,25      99,25   44,74    80,96     179,60
059943   IOG CHAMYTO CEREAIS COLORIDO 130G          23,000      6,34      77,13      86,66      86,66   40,55    68,21     145,77
074254   IOG DANONE GREGO FLOCOS 90G                 2,000      4,99       4,90       5,50       5,50   44,89    81,45       9,98
074255   IOG DANONE GREGO FRUTAS VERM 90G            1,000      4,99       2,45       2,75       2,75   44,89    81,45       4,99
048710   IOG DANONE GREGO TRADICIONAL 90G            3,000      4,99       7,34       8,25       8,25   44,89    81,45      14,97
041953   IOG DANONE LIQ VIT/FRUTAS 170G              2,000      5,99       5,87       6,60       6,60   44,91    81,52      11,98
040803   IOG DANONE LIQUIDO MORANGO 170G             4,000      5,99      11,75      13,20      13,20   44,91    81,52      23,96
066983   IOG DANONE LIQUIDO MORANGO 850G             3,000     18,32      32,01      35,97      35,97   34,56    52,82      54,97
066982   IOG DANONE LIQUIDO VITAMINA FRUTAS 850G     5,000     19,99      53,35      59,95      59,95   40,02    66,72      99,95
033211   IOG DANONE NATURAL INTEGRAL 160G            4,000      5,99      12,39      14,08      14,08   41,24    70,17      23,96
073441   IOG DIOLAC WHEY TRIPLO ZERO MORANGO 25     11,000      8,99      50,34      57,20      57,20   42,16    72,88      98,89
                                Relatórios de Vendas - Por Produto
SUPER SANTA CLARA LTDA LJ001 - CNPJ : 02.928.531/0001-74                                                Empresa/Filial: 001
Período: 01/03/2025 à 31/03/2025 Famílias: 004,005,006,007,008,011,014
SGLinear: 25.03.07 (vendasecf01) - Usuário: cai - Data/Hora impres.: 28/04/2025 15:28:27
Página 18 de 38


Código   Descrição                                  Quant. Venda Un.     Custo    Compra       C.M.V Margem % Mkp       Venda
061820   IOG FRUTAP ACAI C/ BANANA 850G              25,000    10,19     131,78     149,75     149,75   41,22 70,12      254,75
053226   IOG FRUTAP AMEIXA 850G                      36,000     9,77     189,76     215,64     215,64   38,68 63,07      351,64
071479   IOG FRUTAP C/PEDACOS MORANGO 450G           10,000    11,99      56,63      69,90      69,90   41,70 71,53      119,90
070901   IOG FRUTAP CEREAIS CHOC PATATI PATATA 11    36,000     6,49     109,36     135,00     135,00   42,22 73,07      233,64
052317   IOG FRUTAP COCO 850G                        21,000    10,06     110,69     125,79     125,79   40,48 68,02      211,35
052316   IOG FRUTAP FRUTAS VERM 850G                 31,000     9,60     163,40     185,69     185,69   37,60 60,26      297,58
052456   IOG FRUTAP MOR COCO BDJ 480G                34,000     8,49     149,29     169,66     169,66   41,22 70,14      288,66
070902   IOG FRUTAP MOR CONF CHOC PATATI PATATA 1    57,000     6,49     173,17     213,75     213,75   42,20 73,02      369,83
075631   IOG FRUTAP MOR PATATI PATATA BAND 360G      58,000     5,99     152,60     173,42     173,42   50,08 100,33     347,42
052324   IOG FRUTAP MORANGO 180G                     17,000     3,99      33,20      37,73      37,73   44,38 79,78       67,83
052426   IOG FRUTAP MORANGO 850G                     89,000    10,05     469,12     533,11     533,11   40,41 67,82      894,67
052330   IOG FRUTAP NAT INTEG COPO 150G              43,000     4,28      90,82     103,20     103,20   43,97 78,49      184,20
083251   IOG FRUTAP PATATI PATATA MORANGO POUCH 9     3,000     4,79       7,63       8,67       8,67   39,67 65,74       14,37
052425   IOG FRUTAP SAL FRUTAS 850G                  27,000     9,08     142,32     161,73     161,73   34,07 51,67      245,29
052650   IOG FRUTAP SALADA FRUTA 160G                 8,000     3,99      16,12      18,32      18,32   42,61 74,24       31,92
066769   IOG FRUTAP ZERO AMEIXA 5 GRAOS 850G         34,000    10,99     179,21     203,66     203,66   45,50 83,47      373,66
053317   IOG FRUTAP ZERO MORANGO 160G                12,000     3,85      24,18      27,48      27,48   40,52 68,12       46,20
053315   IOG FRUTAP ZERO MORANGO 850G                48,000    10,82     253,01     287,52     287,52   44,61 80,55      519,12
051114   IOG GOIANINHO ABACAXI 110G                  11,000     1,69       9,30      10,56      10,56   43,20 76,04       18,59
067765   IOG GOIANINHO ACAI BAN ZERO LACT 170G       17,000     2,99      24,68      28,05      28,05   44,82 81,21       50,83
081172   IOG GOIANINHO ACAI BANANA ZERO LACT GFA     19,000    13,99     131,91     148,20     148,20   44,25 79,36      265,81
054185   IOG GOIANINHO AMEIXA GFA 850G              115,000     7,48     591,28     667,40     667,40   22,43 28,91      860,35
049420   IOG GOIANINHO BICAM MOR 130G                13,000     4,99      32,60      37,05      37,05   42,89 75,09       64,87
051197   IOG GOIANINHO COCO 110G                    119,000     1,69     100,56     114,24     114,24   43,20 76,04      201,11
051975   IOG GOIANINHO COCO GARRAFA 140G              8,000     2,75      11,18      12,70      12,70   42,27 73,23       22,00
030569   IOG GOIANINHO COCO GFA 850G                120,000     7,43     613,18     696,80     696,80   21,84 27,94      891,51
073374   IOG GOIANINHO DESN FLOCOS COPO 130G         33,000     6,49     107,45     122,10     122,10   42,98 75,37      214,13
051117   IOG GOIANINHO LEITE CONDENSADO 110G        101,000     1,69      85,35      96,96      96,96   43,20 76,04      170,69
077293   IOG GOIANINHO MAMUCHA MISTO 10X110G        362,000    13,17   2.867,05   3.221,40   3.221,40   32,43 47,98    4.767,17
065075   IOG GOIANINHO MOR/COCO BANDEJA 510G         93,000     5,99     331,08     372,00     372,00   33,22 49,75      557,07
051113   IOG GOIANINHO MORANGO 110G                 299,000     1,69     252,66     287,04     287,04   43,20 76,04      505,31
047422   IOG GOIANINHO MORANGO GARRAFA 140G          24,000     2,99      34,85      39,60      39,60   44,82 81,21       71,76
074118   IOG GOIANINHO MORG TRIPLO ZERO GFA 170G     14,000     2,99      20,33      23,10      23,10   44,82 81,21       41,86
074117   IOG GOIANINHO MORG TRIPLO ZERO GFA 850G     25,000    13,99     171,60     195,00     195,00   44,25 79,36      349,75
059201   IOG GOIANINHO NATURAL 160G                 196,000     3,99     396,70     450,80     450,80   42,36 73,48      782,04
049421   IOG GOIANINHO PARC DESN COPO FLOCOS CO      15,000     6,49      48,84      55,50      55,50   42,99 75,41       97,35
048977   IOG GOIANINHO SAL DE FRUTS GFA 850G        192,000     7,84     981,38   1.115,20   1.115,20   25,88 34,91    1.504,52
051115   IOG GOIANINHO SALADA DE FRUTAS 110G         79,000     1,69      66,76      75,84      75,84   43,20 76,04      133,51
022625   IOG GOIANINHO SALADA FRUTAS GARRAFA 14      11,000     2,99      15,97      18,15      18,15   44,82 81,21       32,89
051116   IOG GOIANINHO UVA 110G                     162,000     1,69     136,89     155,52     155,52   43,20 76,04      273,78
049078   IOG GREGO 2.0 NESTLE TRADICIONAL 90G         5,000     4,69      11,38      12,78      12,78   45,50 83,49       23,45
052333   IOG GREGO FRUTAP C/GEL MOR 100G             30,000     4,29      63,36      72,00      72,00   44,06 78,75      128,70
052334   IOG GREGO FRUTAP TRAD 100G                  14,000     3,99      29,57      33,60      33,60   39,85 66,25       55,86
045016   IOG GREGO NESTLE TORTA LIMAO 90G            10,000     4,69      23,05      25,90      25,90   44,78 81,08       46,90
067088   IOG LIQ MOLICO BAUNILHA ZERO LACTOSE 17      4,000     4,99       9,63      10,83      10,83   45,76 84,37       19,96
028907   IOG NAT NESTLE DESNATADO 160G                6,000     5,49      16,98      19,08      19,08   42,08 72,64       32,94
022401   IOG NAT NESTLE MEL 170GR                     9,000     5,38      24,03      27,00      27,00   44,23 79,30       48,41
022353   IOG NATURAL NESTLE 170G                     69,000     5,14     182,03     204,54     204,54   42,35 73,47      354,81
022400   IOG NATURAL NESTLE CENOURA/LARANJA 170G     11,000     5,22      29,29      32,91      32,91   42,66 74,38       57,39
077530   IOG NESTLE BICAMADA FRUT VERMELHAS 150G     11,000     5,49      30,43      34,20      34,20   43,36 76,56       60,39
000740   IOG NESTLE BICAMADA MORANGO 150G            19,000     5,70      53,25      59,83      59,83   44,76 81,03      108,31
056150   IOG NESTLE CHAMYTO GO VITAMINA 100G         22,000     4,99      53,15      59,72      59,72   45,60 83,83      109,78
056151   IOG NESTLE CHAMYTO MORANGO 100G             29,000     4,99      68,20      76,80      76,80   46,93 88,43      144,71
048707   IOG NESTLE GREGO TORT MARAC 90G              8,000     4,69      18,36      20,63      20,63   45,01 81,85       37,52
052853   IOG NESTLE MORANGO 900G                      6,000    18,99      60,07      67,49      67,49   40,77 68,84      113,94
073756   IOG NESTLE NESFIT AMEIXA 170G                8,000     5,99      22,43      25,20      25,20   47,41 90,16       47,92
045517   IOG NESTLE NINHO FAM MAC/BAN 850G            1,000    20,99      10,97      12,33      12,33   41,26 70,24       20,99
052852   IOG NESTLE VIT/FRUTAS 170G                   5,000     4,69       7,90       8,88       8,88   62,15 164,23      23,45
052595   IOG NESTLE VITAMINA FRUTAS 900G              2,000    19,99      19,07      21,43      21,43   46,40 86,56       39,98
039454   IOG NINHO FRUTI MORANGO 5X1 250G            17,000    10,49     107,32     120,59     120,59   32,38 47,88      178,33
060249   IOG NINHO POUCH MAC/BANANA 100G             15,000     4,49      36,88      41,44      41,44   38,47 62,52       67,35
042428   IOG POLPA NINHO NESTLE 540G                422,000     9,99   2.430,70   2.731,25   2.731,25   35,22 54,37    4.216,10
082828   IOGURTE FRUTAP TORT MARACUJA 90G            95,000     0,99      57,00      57,00      57,00   39,39 65,00       94,05
054319   IOGURTE GOIANINHO AMEIXA SACO 850G          16,000     7,99      65,48      74,40      74,40   41,80 71,83      127,84
046013   IOGURTE GOIANINHO COCO SACO 850G            22,000     7,99      90,03     102,30     102,30   41,80 71,83      175,78
047837   IOGURTE GOIANINHO FRUTAS VERMELHAS SAC      14,000     7,99      57,29      65,10      65,10   41,80 71,83      111,86
031665   IOGURTE GOIANINHO MORANGO GFA 850G         380,000     7,64   1.958,69   2.208,20   2.208,20   23,95 31,49    2.903,56
053105   IOGURTE GOIANINHO MORANGO SACO 850G         45,000     7,99     184,14     209,25     209,25   41,80 71,83      359,55
048442   IOGURTE GOIANINHO SALADA FRUTAS SACO 8      22,000     7,99      90,02     102,30     102,30   41,80 71,83      175,78
064399   IOGURTE MOLICO LIQ MORANGO 170G              8,000     4,99      19,53      21,96      21,96   44,99 81,80       39,92
                                 Relatórios de Vendas - Por Produto
SUPER SANTA CLARA LTDA LJ001 - CNPJ : 02.928.531/0001-74                                                      Empresa/Filial: 001
Período: 01/03/2025 à 31/03/2025 Famílias: 004,005,006,007,008,011,014
SGLinear: 25.03.07 (vendasecf01) - Usuário: cai - Data/Hora impres.: 28/04/2025 15:28:27
Página 19 de 38


Código   Descrição                                    Quant. Venda Un.     Custo     Compra        C.M.V Margem % Mkp            Venda
080981   IOGURTE NESTLE CHAMBINHO MORANGO 165G          9,000     3,99      22,31       25,07       25,07     30,20    43,27       35,91
052640   IOGURTE NESTLE MORANGO 170G                   10,000     3,99      16,20       18,20       18,20     54,39   119,23       39,90
077525   ISOTONICO GATORADE BERRY BLUE 500ML           37,000     6,99     178,71      178,71      178,71     30,90    44,72      258,63
010617   ISOTONICO GATORADE FRUTAS CITR 500ML          33,000     6,99     159,39      159,39      159,39     30,90    44,72      230,67
002692   ISOTONICO GATORADE LARANJA 500ML              85,000     6,99     410,55      410,55      410,55     30,90    44,72      594,13
010101   ISOTONICO GATORADE LIMAO 500ML                78,000     6,99     376,74      376,74      376,74     30,90    44,71      545,18
002696   ISOTONICO GATORADE MORANGO MARACUJA 5         65,000     6,99     313,95      313,95      313,95     30,90    44,72      454,35
077424   ISOTONICO GATORADE MORANGO MELANCIA 5          2,000     6,99       9,66        9,66        9,66     30,90    44,72       13,98
010631   ISOTONICO GATORADE TANGERINA 500ML            14,000     6,99      67,62       67,62       67,62     30,90    44,72       97,86
002694   ISOTONICO GATORADE UVA 500ML                  89,000     6,99     429,87      429,87      429,87     30,90    44,72      622,11
080502   ISOTONICO GATORADE ZERO CAL FRUT SILVES       11,000     4,99      36,63       36,63       36,63     33,27    49,85       54,89
078335   ISOTONICO GATORADE ZERO CAL LAR LIMA 35        4,000     4,99      13,32       13,32       13,32     33,27    49,85       19,96
073285   ISOTONICO POWERADE FRUTAS TROPICAIS 50        34,000     4,93     129,88      129,88      129,88     22,53    29,09      167,66
036781   ISOTONICO POWERADE LARANJA 500ML              28,000     4,97     106,96      106,96      106,96     23,17    30,16      139,22
074515   ISOTONICO POWERADE LIMAO 500ML                28,000     5,13     106,96      106,96      106,96     25,58    34,37      143,72
040170   ISOTONICO POWERADE MIX DE FRUTAS 500ML        88,000     4,97     336,16      336,16      336,16     23,10    30,03      437,12
038083   ISOTONICO POWERADE TANGERINA 500ML            27,000     4,88     103,14      103,14      103,14     21,70    27,72      131,73
038084   ISOTONICO POWERADE UVA 500ML                  34,000     4,98     129,88      129,88      129,88     23,22    30,24      169,16
038450   JILO AGRANEL KG                              353,080     7,02   1.547,91    1.547,91    1.547,91     37,56    60,16    2.479,18
044721   JILO EMBALADO KG                             175,243     9,08     762,27      762,27      762,27     52,11   108,83    1.591,86
079477   JILO PROMOCAO KG                              13,617     0,99      65,92       65,92       65,92   -389,02   -79,55       13,48
080239   KELLCID GEL MATA FORMIGAS AROMASIL 10G         2,000    16,99      14,73       16,74       16,74     50,74   102,99       33,98
020968   KIT FEIJOADA FRICO 500G                       32,000    22,99     325,11      442,32      442,32     39,88    66,32      735,68
024798   KIT FEIJOADA SANTA CLARA TEMPERADA KG         21,980    24,99     131,88      131,88      131,88     75,99   316,55      549,35
080317   KIT LIMPA TELAS AROMASIL 100ML                 1,000    19,99       7,70        9,56        9,56     52,17   109,06       19,99
024823   KIWI AGRANEL KG                               25,405    36,40     607,53      607,53      607,53     34,30    52,20      924,63
024722   KIWI BANDEJA KG                                0,282    45,60       6,43        6,43        6,43     50,01   100,03       12,86
024587   LARANJA AGRANEL KG                         2.622,925     4,69   8.972,26    8.972,26    8.972,26     27,05    37,08   12.298,80
000228   LARANJA EMBALADA KG                            9,559     2,40      32,24       32,24       32,24    -40,74   -28,94       22,91
055711   LASANHA BOLONHESA PERDIGAO 600G               21,000    16,99     181,17      223,65      223,65     37,32    59,53      356,79
082818   LASANHA FRICO BOLONHESA 600G                 169,000    13,83   1.578,61    1.857,31    1.857,31     20,55    25,86    2.337,70
054993   LASANHA PERDIGAO CALABRESA 600G                4,000    16,99      37,91       42,60       42,60     37,32    59,53       67,96
054994   LASANHA PERDIGAO FRG C/BACON 600G              5,000    16,99      47,39       53,25       53,25     37,32    59,53       84,95
039003   LASANHA REZENDE A BOLONHESA 600G               4,000    15,99      39,35       48,58       48,58     24,05    31,67       63,96
039643   LASANHA REZENDE FRANGO 600G                   11,000    15,99     108,21      133,58      133,58     24,05    31,67      175,89
050728   LASANHA SADIA 04 QUEIJOS 600G                  1,000    18,99      11,26       12,65       12,65     33,40    50,14       18,99
050648   LASANHA SADIA BOLONHESA 600G                   8,000    18,99      71,14       87,84       87,84     42,18    72,95      151,92
050428   LASANHA SADIA FRANGO 600G                      5,000    18,99      51,23       63,24       63,24     33,40    50,14       94,95
050937   LASANHA SADIA PRES/QJ AO SUGO 600G             4,000    18,99      45,03       50,59       50,59     33,40    50,14       75,96
030682   LASANHA SEARA BOLONHESA 600G                   7,000    16,13      80,35       99,20       99,20     12,15    13,84      112,93
032657   LASANHA SEARA CALABRES 600G                    3,000    16,99      34,25       38,48       38,48     24,50    32,44       50,97
031387   LASANHA SEARA FRANGO 600G                      3,000    22,99      31,17       38,48       38,48     44,20    79,22       68,97
074139   LAV ROUP LQ TIXAN YPE MACIEZ 3LT               3,000    32,99      47,76       64,25       64,25     35,08    54,04       98,97
028103   LAV ROUP LQ TIXAN YPE MC 1LT                  16,000    13,99      99,89      134,37      134,37     39,97    66,59      223,84
028104   LAV ROUP LQ TIXAN YPE PM 1LT                  14,000    13,99      87,40      117,57      117,57     39,97    66,59      195,86
052478   LAV ROUP LQ TIXAN YPE PRIMAVERA 3LT            8,000    32,62     127,38      171,34      171,34     34,33    52,29      260,92
074986   LAVA LOUCAS EM PO YPE 450G                     1,000    32,99      14,59       19,62       19,62     40,53    68,16       32,99
076911   LAVA ROUPAS LIQ COCO ESTRELA 1L               17,000     8,99      83,32       91,53       91,53     40,11    66,98      152,83
077144   LAVA ROUPAS LIQ VIDA MACIA 1LT                 2,000    23,99      22,96       31,23       31,23     34,91    53,62       47,98
061101   LAVA ROUPAS LIQ VIDA MACIA 500ML               8,000    13,02      54,05       66,92       66,92     35,73    55,60      104,13
081359   LAVA ROUPAS LIQ VIDA MACIA ERVA DOCE 1L       10,000    23,99     137,23      169,90      169,90     29,18    41,20      239,90
081360   LAVA ROUPAS LIQ VIDA MACIA ERVA DOCE 50        2,000    12,99      13,07       17,78       17,78     31,56    46,12       25,98
082271   LAVA ROUPAS LIQ VIDA MACIA LAVANDA 1LT         1,000    23,99      12,32       16,76       16,76     30,14    43,14       23,99
082270   LAVA ROUPAS LIQ VIDA MACIA LAVANDA 500M        5,000    12,99      32,67       44,45       44,45     31,56    46,12       64,95
075954   LAVA ROUPAS LIQ YPE TIXAN PRIM REFIL 900M      2,000    10,99      10,45       14,06       14,06     36,05    56,37       21,98
074137   LAVA ROUPAS PO TIXAN YPE ANTIBAC CT 800G      14,000    13,03      86,55      116,42      116,42     36,18    56,69      182,42
074437   LAVA ROUPAS PO TIXAN YPE ANTIBAC CX 1,6K       9,000    19,99     100,24      134,85      134,85     25,05    33,42      179,91
074988   LAVA ROUPAS PO TIXAN YPE GREEN CT 1,6KG        4,000    21,76      49,01       65,93       65,93     24,24    31,99       87,02
070490   LAVA ROUPAS PO TIXAN YPE MACIEZ CT 1,6KG G    47,000    20,37     483,21      650,01      650,01     32,12    47,31      957,53
080587   LAVA ROUPAS PO TIXAN YPE MACIEZ CT 2,2KG     638,000    21,68   8.544,73   11.494,21   11.494,21     16,89    20,32   13.829,31
070119   LAVA ROUPAS PO TIXAN YPE MACIEZ CT 400G       57,000     6,98     187,30      251,95      251,95     36,68    57,94      397,93
070494   LAVA ROUPAS PO TIXAN YPE MACIEZ CT 800G       54,000    12,80     336,30      452,39      452,39     34,57    52,85      691,46
070493   LAVA ROUPAS PO TIXAN YPE MACIEZ FX 1,6KG      36,000    19,99     372,89      501,62      501,62     30,30    43,46      719,64
070496   LAVA ROUPAS PO TIXAN YPE MACIEZ FX 400G       23,000     6,99      70,29       94,55       94,55     41,19    70,03      160,77
070121   LAVA ROUPAS PO TIXAN YPE MACIEZ FX 4KG        23,000    43,34     520,27      699,84      699,84     29,79    42,43      996,77
071307   LAVA ROUPAS PO TIXAN YPE MACIEZ FX 800G       35,000    11,99     201,22      270,69      270,69     35,50    55,03      419,65
072791   LAVA ROUPAS PO TIXAN YPE PRIM FX LV800G P     19,000    11,99      96,60      129,94      129,94     42,96    75,32      227,81
070120   LAVA ROUPAS PO TIXAN YPE PRIMAVERA CT 1,       4,000    21,49      44,63       60,72       60,72     29,36    41,57       85,96
081679   LAVA ROUPAS PO TIXAN YPE PRIMAVERA CT 1,      49,000    19,99     424,19      570,65      570,65     41,74    71,65      979,51
070491   LAVA ROUPAS PO TIXAN YPE PRIMAVERA CT 1,     127,000    20,87   1.429,26    1.756,41    1.756,41     33,74    50,91    2.650,59
                                  Relatórios de Vendas - Por Produto
SUPER SANTA CLARA LTDA LJ001 - CNPJ : 02.928.531/0001-74                                                       Empresa/Filial: 001
Período: 01/03/2025 à 31/03/2025 Famílias: 004,005,006,007,008,011,014
SGLinear: 25.03.07 (vendasecf01) - Usuário: cai - Data/Hora impres.: 28/04/2025 15:28:27
Página 20 de 38


Código   Descrição                                      Quant. Venda Un.      Custo     Compra        C.M.V Margem % Mkp        Venda
