Code,Description,Amount_Sold,Unit_Price,Total_Cost,Buying,COGS,Margin%,MKP%,Total_Sale,text_en
052853,IOG NESTLE MORANGO 900G,6.0,18.99,60.07,67.49,67.49,,113.94,,Iog Nestle Strawberry 900g
073756,IOG NESTLE NESFIT AMEIXA 170G,8.0,5.99,22.43,25.2,25.2,,47.92,,Iog Nestle Nesfit Plum 170g
045517,IOG NESTLE NINHO FAM MAC/BAN 850G,1.0,20.99,10.97,12.33,12.33,,20.99,,Iog Nestle Nest Fam Mac/Ban 850g
052852,IOG NESTLE VIT/FRUTAS 170G,5.0,4.69,7.9,8.88,8.88,,23.45,,Iog Nestle Vit/Fruits 170g
052595,IOG NESTLE VITAMINA FRUTAS 900G,2.0,19.99,19.07,21.43,21.43,,39.98,,Iog Nestle Vitamin Fruits 900g
039454,IOG NINHO FRUTI MORANGO 5X1 250G,17.0,10.49,107.32,120.59,120.59,,178.33,,Iog Nest Frui Strawberry 5x1 250g
060249,IOG NINHO POUCH MAC/BANANA 100G,15.0,4.49,36.88,41.44,41.44,,67.35,,Iog Nest Pouch Mac/Banana 100g
042428,IOG POLPA NINHO NESTLE 540G,422.0,9.99,2430.7,2731.25,2731.25,,4216.1,,IOG Pulp Nest Nestle 540g
082828,IOGURTE FRUTAP TORT MARACUJA 90G,95.0,0.99,57.0,57.0,57.0,,94.05,,FRRUTAP YOGURT Passion Fruit 90g
054319,IOGURTE GOIANINHO AMEIXA SACO 850G,16.0,7.99,65.48,74.4,74.4,,127.84,,Yogurt Goianinho Plum 850g Bag
046013,IOGURTE GOIANINHO COCO SACO 850G,22.0,7.99,90.03,102.3,102.3,,175.78,,Yogurt Goianinho Coco Bag 850g
047837,IOGURTE GOIANINHO FRUTAS VERMELHAS SAC,14.0,7.99,57.29,65.1,65.1,,111.86,,Yogurt goianinho red fruits sac
031665,IOGURTE GOIANINHO MORANGO GFA 850G,380.0,7.64,1958.69,2208.2,2208.2,,2903.56,,GOIANINHO strawberry gfa 850g yogurt
053105,IOGURTE GOIANINHO MORANGO SACO 850G,45.0,7.99,184.14,209.25,209.25,,359.55,,Yogurt Goianinho Strawberry Bag 850g
048442,IOGURTE GOIANINHO SALADA FRUTAS SACO 8,22.0,7.99,90.02,102.3,102.3,,175.78,,Yogurt Goianinho Salad Fruits Bag 8
064399,IOGURTE MOLICO LIQ MORANGO 170G,8.0,4.99,19.53,21.96,21.96,,39.92,,Molico yogurt liq strawberry 170g
080981,IOGURTE NESTLE CHAMBINHO MORANGO 165G,9.0,3.99,22.31,25.07,25.07,30.2,43.27,35.91,Yogurt Nestle Strawberry Chambinho 165g
052640,IOGURTE NESTLE MORANGO 170G,10.0,3.99,16.2,18.2,18.2,54.39,119.23,39.9,Yogurt Nestle Strawberry 170g
077525,ISOTONICO GATORADE BERRY BLUE 500ML,37.0,6.99,178.71,178.71,178.71,30.9,44.72,258.63,Isotonic Gatorade Berry Blue 500ml
010617,ISOTONICO GATORADE FRUTAS CITR 500ML,33.0,6.99,159.39,159.39,159.39,30.9,44.72,230.67,Isotonic Gatorade Citr 500ml fruits
002692,ISOTONICO GATORADE LARANJA 500ML,85.0,6.99,410.55,410.55,410.55,30.9,44.72,594.13,Isotonic Gatorade Orange 500ml
010101,ISOTONICO GATORADE LIMAO 500ML,78.0,6.99,376.74,376.74,376.74,30.9,44.71,545.18,Isotonic Gatorade Limao 500ml
002696,ISOTONICO GATORADE MORANGO MARACUJA 5,65.0,6.99,313.95,313.95,313.95,30.9,44.72,454.35,Isotonic Gatorade Morango Passable 5
077424,ISOTONICO GATORADE MORANGO MELANCIA 5,2.0,6.99,9.66,9.66,9.66,30.9,44.72,13.98,Isotonic Gatorade Strawberry Watermelon 5
010631,ISOTONICO GATORADE TANGERINA 500ML,14.0,6.99,67.62,67.62,67.62,30.9,44.72,97.86,Isotonic Gatorade Tangerina 500ml
002694,ISOTONICO GATORADE UVA 500ML,89.0,6.99,429.87,429.87,429.87,30.9,44.72,622.11,Isotonic Gatorade UVA 500ml
080502,ISOTONICO GATORADE ZERO CAL FRUT SILVES,11.0,4.99,36.63,36.63,36.63,33.27,49.85,54.89,Isotonic Gatorade Zero Cal Frut Silves
078335,ISOTONICO GATORADE ZERO CAL LAR LIMA 35,4.0,4.99,13.32,13.32,13.32,33.27,49.85,19.96,Isotonic Gatorade Zero Cal Lar Lima 35
073285,ISOTONICO POWERADE FRUTAS TROPICAIS 50,34.0,4.93,129.88,129.88,129.88,22.53,29.09,167.66,Isotonic Powerade Tropical Fruits 50
036781,ISOTONICO POWERADE LARANJA 500ML,28.0,4.97,106.96,106.96,106.96,23.17,30.16,139.22,Isotonic Powerade Orange 500ml
074515,ISOTONICO POWERADE LIMAO 500ML,28.0,5.13,106.96,106.96,106.96,25.58,34.37,143.72,Isotonic Powerade Limao 500ml
040170,ISOTONICO POWERADE MIX DE FRUTAS 500ML,88.0,4.97,336.16,336.16,336.16,23.1,30.03,437.12,Isotonic Powerade Fruit Mix 500ml
038083,ISOTONICO POWERADE TANGERINA 500ML,27.0,4.88,103.14,103.14,103.14,21.7,27.72,131.73,Isotonic Powerade Tangerine 500ml
038084,ISOTONICO POWERADE UVA 500ML,34.0,4.98,129.88,129.88,129.88,23.22,30.24,169.16,Isotonic Powerade UVA 500ml
038450,JILO AGRANEL KG,353.08,7.02,1547.91,1547.91,1547.91,37.56,60.16,2479.18,Jilo agranel kg
044721,JILO EMBALADO KG,175.243,9.08,762.27,762.27,762.27,52.11,108.83,1591.86,Jilo packed kg
079477,JILO PROMOCAO KG,13.617,0.99,65.92,65.92,65.92,-389.02,-79.55,13.48,Jilo promota kg
080239,KELLCID GEL MATA FORMIGAS AROMASIL 10G,2.0,16.99,14.73,16.74,16.74,50.74,102.99,33.98,Kellcid Gel Kills Antosil 10g Ants
020968,KIT FEIJOADA FRICO 500G,32.0,22.99,325.11,442.32,442.32,39.88,66.32,735.68,500g Church Feijoada Kit
024798,KIT FEIJOADA SANTA CLARA TEMPERADA KG,21.98,24.99,131.88,131.88,131.88,75.99,316.55,549.35,Santa Clara Feijoada Kit Temperated Kg
080317,KIT LIMPA TELAS AROMASIL 100ML,1.0,19.99,7.7,9.56,9.56,52.17,109.06,19.99,Clean Kit Screens Aromasil 100ml
024823,KIWI AGRANEL KG,25.405,36.4,607.53,607.53,607.53,34.3,52.2,924.63,Kiwi Agranel Kg
024722,KIWI BANDEJA KG,0.282,45.6,6.43,6.43,6.43,50.01,100.03,12.86,Kiwi tray kg
024587,LARANJA AGRANEL KG,2622.925,4.69,8972.26,8972.26,8972.26,27.05,37.08,12298.8,Orange Agranel Kg
000228,LARANJA EMBALADA KG,9.559,2.4,32.24,32.24,32.24,-40.74,-28.94,22.91,Packed orange kg
055711,LASANHA BOLONHESA PERDIGAO 600G,21.0,16.99,181.17,223.65,223.65,37.32,59.53,356.79,600g Land Land Land Lasagna
082818,LASANHA FRICO BOLONHESA 600G,169.0,13.83,1578.61,1857.31,1857.31,20.55,25.86,2337.7,CEEL LASANHA BOLTO BOLT 600G
054993,LASANHA PERDIGAO CALABRESA 600G,4.0,16.99,37.91,42.6,42.6,37.32,59.53,67.96,600g
054994,LASANHA PERDIGAO FRG C/BACON 600G,5.0,16.99,47.39,53.25,53.25,37.32,59.53,84.95,FRG LOSSANHA LASANHA W/BACON 600G
039003,LASANHA REZENDE A BOLONHESA 600G,4.0,15.99,39.35,48.58,48.58,24.05,31.67,63.96,Lasagna Rezende Bolognese 600g
039643,LASANHA REZENDE FRANGO 600G,11.0,15.99,108.21,133.58,133.58,24.05,31.67,175.89,Lasanha Rezende Chicken 600g
050728,LASANHA SADIA 04 QUEIJOS 600G,1.0,18.99,11.26,12.65,12.65,33.4,50.14,18.99,Sadia Lasagna 04 Cheeses 600g
050648,LASANHA SADIA BOLONHESA 600G,8.0,18.99,71.14,87.84,87.84,42.18,72.95,151.92,Sadia Bolognese 600g lasagna
050428,LASANHA SADIA FRANGO 600G,5.0,18.99,51.23,63.24,63.24,33.4,50.14,94.95,Sadia Lasanha Chicken 600g
050937,LASANHA SADIA PRES/QJ AO SUGO 600G,4.0,18.99,45.03,50.59,50.59,33.4,50.14,75.96,Lasagna Sadia Pres/QJ to sugo 600g
030682,LASANHA SEARA BOLONHESA 600G,7.0,16.13,80.35,99.2,99.2,12.15,13.84,112.93,Seara Bolognese 600g lasagna
032657,LASANHA SEARA CALABRES 600G,3.0,16.99,34.25,38.48,38.48,24.5,32.44,50.97,Lasagna Seara Calabres 600g
031387,LASANHA SEARA FRANGO 600G,3.0,22.99,31.17,38.48,38.48,44.2,79.22,68.97,Lasagna Seara Chicken 600g
074139,LAV ROUP LQ TIXAN YPE MACIEZ 3LT,3.0,32.99,47.76,64.25,64.25,35.08,54.04,98.97,Lav Roup LQ Tixan Ype Maciez 3LT
028103,LAV ROUP LQ TIXAN YPE MC 1LT,16.0,13.99,99.89,134.37,134.37,39.97,66.59,223.84,LAV ROUP LQ Tixan YPE MC 1LT
028104,LAV ROUP LQ TIXAN YPE PM 1LT,14.0,13.99,87.4,117.57,117.57,39.97,66.59,195.86,Lav Roup LQ Tixan Ype PM 1LT
052478,LAV ROUP LQ TIXAN YPE PRIMAVERA 3LT,8.0,32.62,127.38,171.34,171.34,34.33,52.29,260.92,Lav Roup LQ Tixan Ype Primavera 3LT
074986,LAVA LOUCAS EM PO YPE 450G,1.0,32.99,14.59,19.62,19.62,40.53,68.16,32.99,Lava Crazy in Po Ype 450g
076911,LAVA ROUPAS LIQ COCO ESTRELA 1L,17.0,8.99,83.32,91.53,91.53,40.11,66.98,152.83,Lava clothes liq coconut star 1l
077144,LAVA ROUPAS LIQ VIDA MACIA 1LT,2.0,23.99,22.96,31.23,31.23,34.91,53.62,47.98,Lava clothes liq soft life 1lt
061101,LAVA ROUPAS LIQ VIDA MACIA 500ML,8.0,13.02,54.05,66.92,66.92,35.73,55.6,104.13,Lava clothes liq soft life 500ml
081359,LAVA ROUPAS LIQ VIDA MACIA ERVA DOCE 1L,10.0,23.99,137.23,169.9,169.9,29.18,41.2,239.9,Lava clothes liq soft lifeline fennel 1l
081360,LAVA ROUPAS LIQ VIDA MACIA ERVA DOCE 50,2.0,12.99,13.07,17.78,17.78,31.56,46.12,25.98,Lava clothes liq soft lifetime fennel 50
082271,LAVA ROUPAS LIQ VIDA MACIA LAVANDA 1LT,1.0,23.99,12.32,16.76,16.76,30.14,43.14,23.99,Lava clothes Life Soft Lavanda 1LT
082270,LAVA ROUPAS LIQ VIDA MACIA LAVANDA 500M,5.0,12.99,32.67,44.45,44.45,31.56,46.12,64.95,Lava clothes liq life soft lavender 500m
075954,LAVA ROUPAS LIQ YPE TIXAN PRIM REFIL 900M,2.0,10.99,10.45,14.06,14.06,36.05,56.37,21.98,Lava clothes liq ype tixan prim refill 900m
074137,LAVA ROUPAS PO TIXAN YPE ANTIBAC CT 800G,14.0,13.03,86.55,116.42,116.42,36.18,56.69,182.42,Lava clothes po tixan ype antibac ct 800g
074437,"LAVA ROUPAS PO TIXAN YPE ANTIBAC CX 1,6K",9.0,19.99,100.24,134.85,134.85,25.05,33.42,179.91,Lava clothes po tixan ype antibac cx 1.6k
074988,"LAVA ROUPAS PO TIXAN YPE GREEN CT 1,6KG",4.0,21.76,49.01,65.93,65.93,24.24,31.99,87.02,Lava clothes po tixan ype green ct 1.6kg
070490,"LAVA ROUPAS PO TIXAN YPE MACIEZ CT 1,6KG G",47.0,20.37,483.21,650.01,650.01,32.12,47.31,957.53,Lava clothes po tixan ype softness ct 1.6kg g
080587,"LAVA ROUPAS PO TIXAN YPE MACIEZ CT 2,2KG",638.0,21.68,8544.73,11494.21,11494.21,16.89,20.32,13829.31,Lava clothes po tixan ype softness ct 2.2kg
070119,LAVA ROUPAS PO TIXAN YPE MACIEZ CT 400G,57.0,6.98,187.3,251.95,251.95,36.68,57.94,397.93,Lava clothes po tixan ype softness ct 400g
070494,LAVA ROUPAS PO TIXAN YPE MACIEZ CT 800G,54.0,12.8,336.3,452.39,452.39,34.57,52.85,691.46,Lava clothes po tixan ype maciez ct 800g
070493,"LAVA ROUPAS PO TIXAN YPE MACIEZ FX 1,6KG",36.0,19.99,372.89,501.62,501.62,30.3,43.46,719.64,Lava clothes po tixan ype softness fx 1.6kg
070496,LAVA ROUPAS PO TIXAN YPE MACIEZ FX 400G,23.0,6.99,70.29,94.55,94.55,41.19,70.03,160.77,Lava clothes po tixan ype maciez fx 400g
070121,LAVA ROUPAS PO TIXAN YPE MACIEZ FX 4KG,23.0,43.34,520.27,699.84,699.84,29.79,42.43,996.77,Lava clothes po tixan ype maciez fx 4kg
071307,LAVA ROUPAS PO TIXAN YPE MACIEZ FX 800G,35.0,11.99,201.22,270.69,270.69,35.5,55.03,419.65,Lava clothes po tixan ype maciez fx 800g
072791,LAVA ROUPAS PO TIXAN YPE PRIM FX LV800G P,19.0,11.99,96.6,129.94,129.94,42.96,75.32,227.81,Lava clothes po tixan ype first fx lv800g p
070120,"LAVA ROUPAS PO TIXAN YPE PRIMAVERA CT 1,",4.0,21.49,44.63,60.72,60.72,29.36,41.57,85.96,"Washing clothes po tixan ype spring ct 1,"
081679,"LAVA ROUPAS PO TIXAN YPE PRIMAVERA CT 1,",49.0,19.99,424.19,570.65,570.65,41.74,71.65,979.51,"Washing clothes po tixan ype spring ct 1,"
070491,"LAVA ROUPAS PO TIXAN YPE PRIMAVERA CT 1,",127.0,20.87,1429.26,1756.41,1756.41,33.74,50.91,2650.59,"Washing clothes po tixan ype spring ct 1,"
071017,LAVA ROUPAS PO TIXAN YPE PRIMAVERA CT 40,9.0,6.99,29.57,39.78,39.78,,62.91,,Lava clothes po tixan ype spring ct 40
070495,LAVA ROUPAS PO TIXAN YPE PRIMAVERA CT 80,73.0,13.61,484.66,651.97,651.97,,993.27,,Lava clothes po tixan ype spring ct 80
071309,"LAVA ROUPAS PO TIXAN YPE PRIMAVERA FX 1,",20.0,18.99,177.08,238.2,238.2,,379.8,,"Washing Po Tixan Ype Primavera FX 1,"
070510,"LAVA ROUPAS PO TIXAN YPE PRIMAVERA FX 1,",13.0,19.99,134.65,181.14,181.14,,259.87,,"Washing Po Tixan Ype Primavera FX 1,"
071016,"LAVA ROUPAS PO TIXAN YPE PRIMAVERA FX 2,",13.0,26.99,181.75,244.49,244.49,,350.87,,"Washing Po Tixan Ype Primavera FX 2,"
070497,LAVA ROUPAS PO TIXAN YPE PRIMAVERA FX 40,21.0,6.99,64.18,86.33,86.33,,146.79,,Lava clothes po tixan ype spring fx 40
070489,LAVA ROUPAS PO TIXAN YPE PRIMAVERA FX 4K,10.0,47.59,225.31,303.08,303.08,,475.9,,Lava clothes po tixan ype spring fx 4k
071018,LAVA ROUPAS PO TIXAN YPE PRIMAVERA FX 80,1.0,11.99,5.78,7.75,7.75,,11.99,,Lava clothes po tixan ype spring fx 80
082961,"LAVA ROUPAS PO URCA MAXX CONC CART 2,2",899.0,15.85,7592.95,10329.51,10329.51,,14246.73,,Washing clothes po uca maxx concrt 2.2
072005,"LAVA ROUPAS PO YPE POWER ACT CT 1,6KG",34.0,20.5,416.57,560.35,560.35,,697.01,,Lava clothes po ype power act ct 1.6kg
067015,LAVA ROUPAS PO YPE POWER ACT CT 800G,46.0,13.42,312.8,420.81,420.81,,617.54,,Lava clothes po ype power act ct 800g
067412,LEITE FERM ACTIMEL MORANGO 100G,2.0,5.29,5.95,6.68,6.68,,10.58,,Milk Ferm Actimel Strawberry 100g
067413,LEITE FERM ACTIMEL TRADICIONAL 100G,1.0,5.59,2.97,3.34,3.34,,5.59,,FERM MILK Actimel traditional 100g
057896,LEITE FERM FRUTAP 170G,98.0,3.99,181.79,224.42,224.42,,391.02,,Milk Ferm Fruitap 170g
053740,LEITE FERM FRUTAP FAMILY BAUN 850G,96.0,13.0,590.5,671.04,671.04,,1247.94,,Milk Ferm Fruitap Family Baun 850g
080105,LEITE FERM FRUTAP PATATI PATATA 6X75G 450,141.0,6.49,558.36,634.5,634.5,,915.09,,Milk Ferm Fruitap Patati Patata 6x75g 450
018643,LEITE FERMENTADO CHAMYTO 6X75G 450G,184.0,8.84,1016.78,1141.54,1141.54,,1625.66,,Fermented milk chamyto 6x75g 450g
083252,LEITE FERMENTADO FRUTAP POUCH 90G,2.0,4.79,5.15,5.78,5.78,,9.58,,FRUITAP POUCH 90g fermented milk
060673,LEITE FERMENTADO GOIANINHO 140G,5.0,2.79,6.68,8.25,8.25,,13.95,,Fermented milk goianinho 140g
059637,LEITE FERMENTADO GOIANINHO 850G,18.0,10.99,96.96,119.7,119.7,,197.82,,Fermented milk goianinho 850g
001655,LEITE FERMENTADO YAKULT 80G,9.0,3.29,14.22,17.55,17.55,,29.61,,Yakult fermented milk 80g
049771,LEITE L VID LEITBOM INT 1LT,3.0,4.79,7.94,9.02,9.02,,14.37,,Milk l vid leitbom int 1lt
053825,LEITE L VIDA COMPLEITE INTEGRAL 1L CX12,549.0,56.33,26370.43,29966.4,29966.4,3.09,3.19,30923.11,Milk L Life Compleite Integral 1l Cx12
006282,LEITE L VIDA COMPLEITE INTEGRAL1L,10230.0,4.72,40893.2,46469.55,46469.55,3.82,3.97,48316.36,Milk L Life Compleite Integral1l
054083,LEITE L VIDA ITALAC INTEGRAL 1LT CX12UN,127.0,60.77,5897.88,6553.2,6553.2,,7717.56,,Milk L Vida Italac Integral 1LT CX12UN
038148,LEITE L VIDA ITALAC INTEGRAL C/TAMPA 1L,2048.0,5.31,7925.76,8806.4,8806.4,,10865.7,,LIFE LIFE ITALAC INTEGRAL WITH COVER 1L
038149,LEITE L VIDA ITALAC TP DESNATADO 1LT,50.0,4.96,193.5,215.0,215.0,,247.9,,Life L Life Italac TP Skimated 1LT
038150,LEITE L VIDA ITALAC TP SEM/DES 1LT,18.0,5.27,69.66,77.4,77.4,,94.85,,Milk l life italac tp without/des 1lt
053868,LEITE L VIDA ITALAC TP SEM/DES 1LT CX12,1.0,53.88,46.44,51.6,51.6,4.23,4.42,53.88,Milk l life italac tp without/des 1lt cx12
065726,LEITE L VIDA ITALAC ZERO LACT INTEG 1LT,3.0,6.76,14.52,16.5,16.5,,20.27,,Milk l life Italac zero lact integr 1lt
038891,LEITE L VIDA ITALAC ZERO LACT SEMI 1LT,18.0,6.82,79.2,90.0,90.0,,122.82,,Milk l life italac zero lact semi 1lt
066178,LEITE L VIDA NINHO INTEG ZR LACTOSE 1LT,2.0,6.99,9.77,11.1,11.1,,13.98,,Milk l life nest Integ zr lactose 1lt
030039,LEITE L VIDA NINHO INTEGRAL1LT,304.0,5.58,1285.92,1428.8,1428.8,,1696.31,,Milk l life Integral nest1lt
072508,LEITE L VIDA NINHO INTEGRAL1LT CX12X1,7.0,65.98,355.32,394.8,394.8,,461.88,,Milk l life Integral nest1lt cx12x1
066177,LEITE L VIDA NINHO SEMI DESNATADO 1LT,7.0,6.13,33.26,36.96,36.96,,42.93,,Milk l life semi skim nest 1lt
076158,LEITE L VIDA NINHO SEMIDESNATADO ZR LACT,5.0,6.99,24.42,27.75,27.75,,34.95,,Milk l life nest semi -desired zr lact
031945,LEITE L VIDA PIRAC SEMI DESN ZR LAC 1LT,332.0,6.45,1440.22,1600.24,1600.24,,2141.89,,Milk l life pirac semi desn zr lac 1lt
054688,LEITE L VIDA PIRAC SEMI DESN ZR LAC 1LT CX1,6.0,76.48,312.34,347.04,347.04,,458.88,,Milk l life pirac semi desn zr lac 1lt cx1
008448,LEITE L VIDA PIRACANJUBA DESN 1LT,123.0,4.94,458.45,515.14,515.14,,607.07,,Milk l life piracanjuba den 1lt
008447,LEITE L VIDA PIRACANJUBA INTEG 1L,1268.0,5.91,5313.31,5979.12,5979.12,,7498.7,,Leite l Vida Piracanjuba Integ 1L
055398,LEITE L VIDA PIRACANJUBA INTEG 1L CX12,31.0,71.11,1541.6,1739.88,1739.88,,2204.28,,Milk l life piracanjuba Integ 1l cx12
017726,LEITE L VIDA PIRACANJUBA SEMI DESN 1LT,176.0,4.76,655.83,728.8,728.8,,837.65,,Leite L Life Piracanjuba Semi Desn 1LT
054647,LEITE L VIDA PIRACANJUBA SEMI DESN 1LT CX1,1.0,55.08,43.21,48.02,48.02,,55.08,,Milk l life piracanjuba semi desn 1lt cx1
071691,LEITE L VIDA PIRACANJUBA SEMI DESN A2 1L,7.0,6.99,36.28,41.23,41.23,,48.93,,Leite L Life Piracanjuba Semi Desn A2 1l
058767,LEITE L VIDA TRIANGULO INTEGRAL 1LT,1623.0,4.69,5995.36,6735.45,6735.45,,7617.41,,Milk L Life Integral Triangle 1LT
058836,LEITE L VIDA TRIANGULO INTEGRAL 1LT CX12U,67.0,56.3,2969.98,3336.6,3336.6,,3772.11,,Milk l life Integral triangle 1LT cx12u
065798,LEITE L VIDA TRIANGULO ZERO LACTOSE 1L,61.0,4.99,227.47,255.59,255.59,,304.39,,Milk l life triangle zero lactose 1l
073459,LEITE L VIDA TRIANGULO ZERO LACTOSE 1L CX,1.0,59.88,44.75,50.28,50.28,,59.88,,Milk l life triangle zero lactose 1l cx
024524,LIMAO AGRANEL KG,1472.13,4.07,3456.39,3456.39,3456.4,,5986.46,,LIMAO ARRAnel Kg
039759,LIMAO EMBALADO KG,14.25,4.77,33.55,33.55,33.55,,68.02,,LIMA PACKED KG
010634,LIMP AJAX BOUQUET DE FLORES 500ML,4.0,6.79,13.54,16.76,16.76,,27.16,,Limp Ajax Bouquet 500ml
062226,LIMP AJAX FESTA DAS FLORES 1LT,4.0,11.99,25.02,31.72,31.72,,47.96,,Limp ajax Flower Party 1LT
000953,LIMP AJAX FLORES DO CAMPO 500ML,6.0,6.79,21.71,26.88,26.88,,40.74,,Limp Ajax Field Flowers 500ml
016135,LIMP AJAX LIMPEZ PESADA FRESH ORIGINAL 50,4.0,9.99,20.97,27.84,27.84,,39.96,,Limp ajax heavy fresh fresh cleaning 50
013390,LIMP AJAX LIMPEZ PESADA FRESH LIMAO 500M,7.0,9.99,32.78,44.59,44.59,,69.93,,LIMP AJAX HEART CLEANING FRESH LIMA 500M
011689,LIMP AJAX LIMPEZ PESADA FRESH PODER 500M,9.0,9.99,42.61,57.33,57.33,,89.91,,Limp ajax heavy cleaning fresh power 500m
062227,LIMP AJAX LIMPEZA PESADA FRESH LEMON 1LT,7.0,15.99,62.77,77.01,77.01,,111.93,,LIMP AJAX HEAVY CLEANING FRESH LEMON 1LT
036001,LIMP AJAX PERF FDF LAVANDA 1LT,7.0,10.89,38.9,52.91,52.91,,76.25,,Limp ajax Perff FDF Lavender 1LT
007261,LIMP AL MAGIC BRILHO CL 500ML,42.0,7.49,140.78,186.69,186.69,,314.58,,Limp al Magic Brightness Cl 500ml
007260,LIMP AL MAGIC BRILHO LR 500ML,19.0,7.49,63.39,84.49,84.49,,142.31,,Limp al Magic Shine LR 500ml
007259,LIMP AL MAGIC BRILHO MC 500ML,25.0,7.49,82.46,112.2,112.2,,187.25,,Limp al Magic Shine MC 500ml
007254,LIMP AL MAGIC BRILHO TRAD 500ML,51.0,7.49,169.81,231.02,231.02,,381.99,,Limp al Magic Brightness Trad 500ml
007052,LIMP AZULIM ACAO TOTAL LAVANDA 1LT,11.0,9.99,57.41,63.06,63.06,,109.89,,Limp Azulim Total Lavender 1LT
045408,LIMP CASA PERF AGRADABLE 1L,22.0,9.13,100.66,136.95,136.95,,200.78,,Limp Casa Perfi Agradable 1L
083256,LIMP CASA PERF BELA FLORE L1LT PG900ML,2.0,9.99,9.03,12.28,12.28,,19.98,,Limp house perfa beautiful floore l1lt pg900ml
045411,LIMP CASA PERF PASSIONE 1L,6.0,8.99,30.29,37.5,37.5,,53.94,,Limp Casa Perf Passione 1L
045412,LIMP CASA PERF SENSAZIONE 1L,5.0,9.49,22.97,31.25,31.25,,47.45,,Limp Casa Perfi Sensazione 1L
079662,LIMP CASA E PERF AGRADABLE 2LT,9.0,18.43,75.9,103.26,103.26,,165.91,,Limp House and Perfi Agradable 2LT
074969,LIMP CASA E PERF AMABLE 1LT,12.0,9.41,55.13,75.0,75.0,,112.96,,Limp House and Perfa Amable 1LT
039373,LIMP CASA E PERF AMABLE 500ML,11.0,5.99,26.69,36.3,36.3,,65.89,,Casa and Perfa Amable 500ml
052618,LIMP CASA E PERF BELA FLORE 2L,10.0,17.79,93.28,126.9,126.9,,177.9,,Limp House and Perf Bela Flore 2l
077100,LIMP CASA E PERF INTUZIONE NEW 1LT,5.0,9.49,23.36,31.78,31.78,,47.45,,Casa Casa e Perfi Intuzione New 1LT
039372,LIMP CASA E PERF INTUZIONE NEW 500ML,10.0,6.05,25.97,35.34,35.34,,60.45,,Casa Casa e Perfi Intuzione New 500ml
058177,LIMP CASA E PERF MISTERIO AMOR 500ML,8.0,5.99,19.41,26.4,26.4,,47.92,,Limp house and perfin mysterious love 500ml
077101,LIMP CASA E PERF MISTERIO DI AMORE 1LT,6.0,9.99,27.08,36.84,36.84,,59.94,,Limp house and perfine di amore 1lt
079663,LIMP CASA E PERF MISTERIO DI AMORE 2L,10.0,18.36,91.21,124.1,124.1,,183.63,,Limp house and perfine di amore 2l
039379,LIMP CASA E PERF PASSIONE 500ML,3.0,5.99,7.95,10.81,10.81,,17.97,,Casa Casa and Perf Passione 500ml
039371,LIMP CASA E PERF SENSAZIONE 500ML,4.0,6.13,9.7,13.2,13.2,,24.51,,Casa Casa and Perfa Sensazione 500ml
077102,LIMP CASA E PERF SENSUALIDAD 500ML,5.0,5.99,12.13,16.5,16.5,,29.95,,Casa Casa e Perfo Sensualidad 500ml
057845,LIMP CASA E PERF SENSUALIDADE 1LT,2.0,9.99,9.52,12.95,12.95,,19.98,,Limp house and perfa sensuality 1LT
080213,LIMP CASA E PERF SENSUALIDADE 2L,12.0,17.99,100.04,136.1,136.1,,215.88,,Limp home and perfa sensuality 2l
039375,LIMP CASA E PERF SPECIALE 500ML,1.0,5.99,2.65,3.6,3.6,,5.99,,Casa and Perfiale 500ml
072594,LIMP CIF ANT L500 P425 ML,4.0,7.19,13.0,15.4,15.4,,28.76,,CIF CIF ANT L500 P425 ml
063796,LIMP CIF COZINHA REMOVEDOR GORD 500ML,6.0,17.99,50.24,68.34,68.34,,107.94,,Limp cif Kitchen Gord Remover 500ml
044561,LIMP CIF CREM LARANJA 450ML,4.0,21.49,38.79,52.77,52.77,,85.96,,Limp cif crem orange 450ml
071124,LIMP CIF CREM LIMP PROF BRANC AZ 450ML,12.0,18.99,136.06,177.78,177.78,,227.88,,Limp cif cre CME CLIM PROF WHITE AZ 450ml
082584,LIMP CIF CREM MILAGROSA 450ML,3.0,18.99,29.75,40.47,40.47,,56.97,,Limp cif crem miraculous 450ml
075108,LIMP CIF MULTIUSO + LIMPEZA 500ML,11.0,7.49,42.88,52.6,52.6,,82.39,,Limp CIF Multipurpose + 500ml Cleaning
057428,LIMP DESENG MR MUSCULO COZ LAR 20% 500M,1.0,14.99,7.82,9.68,9.68,,14.99,,Limp Deseng mr muscle coz home 20% 500m
048807,LIMP DESENG MR MUSCULO COZ LAR PG400LV5,1.0,24.99,13.21,16.36,16.36,,24.99,,Limp Deseng mr muscle coz home pg400lv5
081549,LIMP FLOTADOR TUDO GATILHO 500ML,2.0,10.99,9.92,11.68,11.68,,21.98,,Limp flotador Tudo trigger 500ml
054979,LIMP LIMPEZA PES ZUPP ERV CITRUS 500ML,2.0,25.99,7.82,10.27,10.27,,51.98,,Clean Cleaning PES ZUPP ERV citrus 500ml
066853,LIMP MR MUSC BANHEIRO 5EM1 GATILHO 500M,2.0,26.99,30.45,36.08,36.08,,53.98,,Limp mr musc bathroom 5em1 trigger 500m
081363,LIMP PERF CASA E PERFUME MIST AMORE 5LT,1.0,41.99,22.66,27.98,27.98,,41.99,,Limp Perfter Home and Perfume Mist Amore 5LT
